0	4.5	0.125	0.5	['G4']	[]	[0]	[7]
34	2.0	0.25	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	233/100	0.0625	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	267/100	0.0625	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	3.0	0.5	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	333/100	0.0625	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	367/100	0.0625	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	4.0	0.25	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	433/100	0.0625	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	467/100	0.0625	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
35	1.0	1.0	0.3333333333333333	['D-3', 'F3', 'D-4', 'A-4']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[1, 5, 8]
35	133/100	0.0625	0.3333333333333333	['D-3', 'F3', 'D-4', 'A-4']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[1, 5, 8]
35	167/100	0.0625	0.3333333333333333	['D-3', 'F3', 'D-4', 'A-4']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[1, 5, 8]
35	2.0	0.25	0.3333333333333333	['D-3', 'F3', 'D-4', 'A-4']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[1, 5, 8]
35	233/100	0.0625	0.16666666666666666	['D-3', 'F3', 'D-4', 'A-4']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[1, 5, 8]
35	2.5	0.125	0.16666666666666666	['D-3', 'F3', 'D-4', 'A-4']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[1, 5, 8]
35	267/100	0.0625	0.3333333333333333	['D-3', 'F3', 'D-4', 'A-4']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[1, 5, 8]
35	3.0	0.5	0.3333333333333333	['D-3', 'G3', 'F4', 'B-4']	['A4', 'M10', 'M13', 'm7', 'm10', 'P4']	[0, 2, 5, 8]	[5, 7, 10, 1]
35	333/100	0.0625	0.3333333333333333	['D-3', 'G3', 'F4', 'B-4']	['A4', 'M10', 'M13', 'm7', 'm10', 'P4']	[0, 2, 5, 8]	[5, 7, 10, 1]
35	367/100	0.0625	0.3333333333333333	['D-3', 'G3', 'F4', 'B-4']	['A4', 'M10', 'M13', 'm7', 'm10', 'P4']	[0, 2, 5, 8]	[5, 7, 10, 1]
35	4.0	0.25	0.3333333333333333	['D-3', 'G3', 'F4', 'B-4']	['A4', 'M10', 'M13', 'm7', 'm10', 'P4']	[0, 2, 5, 8]	[5, 7, 10, 1]
35	433/100	0.0625	0.3333333333333333	['D-3', 'G3', 'F4', 'B-4']	['A4', 'M10', 'M13', 'm7', 'm10', 'P4']	[0, 2, 5, 8]	[5, 7, 10, 1]
35	467/100	0.0625	0.3333333333333333	['D-3', 'G3', 'F4', 'B-4']	['A4', 'M10', 'M13', 'm7', 'm10', 'P4']	[0, 2, 5, 8]	[5, 7, 10, 1]
36	1.0	1.0	0.3333333333333333	['A-2', 'A-3', 'E-4', 'C5']	['P8', 'P12', 'M17', 'P5', 'M10', 'M6']	[0, 3, 7]	[8, 0, 3]
36	133/100	0.0625	0.3333333333333333	['A-2', 'A-3', 'E-4', 'C5']	['P8', 'P12', 'M17', 'P5', 'M10', 'M6']	[0, 3, 7]	[8, 0, 3]
36	167/100	0.0625	0.3333333333333333	['A-2', 'A-3', 'E-4', 'C5']	['P8', 'P12', 'M17', 'P5', 'M10', 'M6']	[0, 3, 7]	[8, 0, 3]
36	2.0	0.25	0.3333333333333333	['D5']	[]	[0]	[2]
36	233/100	0.0625	0.3333333333333333	['A-3', 'B-3', 'F4', 'B-4', 'D5']	['M2', 'M6', 'M9', 'A11', 'P5', 'P8', 'M10', 'P4', 'M3']	[0, 2, 5, 8]	[2, 5, 8, 10]
36	267/100	0.0625	0.3333333333333333	['A-3', 'B-3', 'F4', 'B-4', 'D5']	['M2', 'M6', 'M9', 'A11', 'P5', 'P8', 'M10', 'P4', 'M3']	[0, 2, 5, 8]	[2, 5, 8, 10]
36	3.0	0.5	0.3333333333333333	['E-5']	[]	[0]	[3]
36	333/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4', 'E-5']	['m3', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'P5']	[0, 3, 7]	[3, 7, 10]
36	367/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4', 'E-5']	['m3', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'P5']	[0, 3, 7]	[3, 7, 10]
36	4.0	0.25	0.3333333333333333	['F5']	[]	[0]	[5]
36	433/100	0.0625	0.3333333333333333	['A3', 'C4', 'E-4', 'F4', 'C5', 'F5']	['m3', 'd5', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'M2', 'M6', 'M9', 'P5']	[0, 2, 5, 8]	[9, 0, 3, 5]
36	467/100	0.0625	0.3333333333333333	['A3', 'C4', 'E-4', 'F4', 'C5', 'F5']	['m3', 'd5', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'M2', 'M6', 'M9', 'P5']	[0, 2, 5, 8]	[9, 0, 3, 5]
37	1.0	1.0	0.3333333333333333	['B-1', 'B-2', 'B-4']	['P8', 'P22', 'P15']	[0]	[10]
37	133/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
37	167/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
37	2.0	0.25	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
37	233/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
37	267/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
37	3.0	0.5	0.3333333333333333	['A-3', 'C4', 'E-4', 'B-4', 'C5']	['M3', 'P5', 'M9', 'M10', 'm3', 'm7', 'P8', 'M6', 'M2']	[0, 2, 4, 7]	[8, 10, 0, 3]
37	333/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'B-4', 'C5']	['M3', 'P5', 'M9', 'M10', 'm3', 'm7', 'P8', 'M6', 'M2']	[0, 2, 4, 7]	[8, 10, 0, 3]
37	367/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'B-4', 'C5']	['M3', 'P5', 'M9', 'M10', 'm3', 'm7', 'P8', 'M6', 'M2']	[0, 2, 4, 7]	[8, 10, 0, 3]
37	4.0	0.25	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4', 'E-5']	['m3', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'P5']	[0, 3, 7]	[3, 7, 10]
37	433/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4', 'E-5']	['m3', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'P5']	[0, 3, 7]	[3, 7, 10]
37	467/100	0.0625	0.3333333333333333	['G3', 'B-3', 'E-4', 'B-4', 'E-5']	['m3', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'P5']	[0, 3, 7]	[3, 7, 10]
38	1.0	1.0	0.3333333333333333	['B-1', 'B-2', 'E-5']	['P8', 'P25', 'P18']	[0, 5]	[10, 3]
38	133/100	0.0625	0.3333333333333333	['F3', 'A-3', 'B-3', 'E-4', 'A-4', 'B-4', 'E-5']	['m3', 'P4', 'm7', 'm10', 'P11', 'm14', 'M2', 'P5', 'P8', 'M9', 'P12']	[0, 2, 5, 7]	[3, 5, 8, 10]
38	167/100	0.0625	0.3333333333333333	['F3', 'A-3', 'B-3', 'E-4', 'A-4', 'B-4', 'E-5']	['m3', 'P4', 'm7', 'm10', 'P11', 'm14', 'M2', 'P5', 'P8', 'M9', 'P12']	[0, 2, 5, 7]	[3, 5, 8, 10]
38	2.0	0.25	0.3333333333333333	['F3', 'A-3', 'B-3', 'E-4', 'A-4', 'B-4', 'E-5']	['m3', 'P4', 'm7', 'm10', 'P11', 'm14', 'M2', 'P5', 'P8', 'M9', 'P12']	[0, 2, 5, 7]	[3, 5, 8, 10]
38	233/100	0.0625	0.3333333333333333	['F3', 'A-3', 'B-3', 'E-4', 'A-4', 'B-4', 'E-5']	['m3', 'P4', 'm7', 'm10', 'P11', 'm14', 'M2', 'P5', 'P8', 'M9', 'P12']	[0, 2, 5, 7]	[3, 5, 8, 10]
38	267/100	0.0625	0.3333333333333333	['F3', 'A-3', 'B-3', 'E-4', 'A-4', 'B-4', 'E-5']	['m3', 'P4', 'm7', 'm10', 'P11', 'm14', 'M2', 'P5', 'P8', 'M9', 'P12']	[0, 2, 5, 7]	[3, 5, 8, 10]
38	3.0	0.5	0.3333333333333333	['F3', 'A-3', 'B-3', 'D4', 'A-4', 'B-4', 'D5']	['m3', 'P4', 'M6', 'm10', 'P11', 'M13', 'M2', 'A4', 'P8', 'M9', 'A11', 'M3', 'm7', 'M10', 'd5', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
38	333/100	0.0625	0.3333333333333333	['F3', 'A-3', 'B-3', 'D4', 'A-4', 'B-4', 'D5']	['m3', 'P4', 'M6', 'm10', 'P11', 'M13', 'M2', 'A4', 'P8', 'M9', 'A11', 'M3', 'm7', 'M10', 'd5', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
38	367/100	0.0625	0.3333333333333333	['F3', 'A-3', 'B-3', 'D4', 'A-4', 'B-4', 'D5']	['m3', 'P4', 'M6', 'm10', 'P11', 'M13', 'M2', 'A4', 'P8', 'M9', 'A11', 'M3', 'm7', 'M10', 'd5', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
38	4.0	0.25	0.3333333333333333	['F3', 'A-3', 'B-3', 'D4', 'A-4', 'B-4', 'D5']	['m3', 'P4', 'M6', 'm10', 'P11', 'M13', 'M2', 'A4', 'P8', 'M9', 'A11', 'M3', 'm7', 'M10', 'd5', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
38	433/100	0.0625	0.3333333333333333	['F3', 'A-3', 'B-3', 'D4', 'A-4', 'B-4', 'D5']	['m3', 'P4', 'M6', 'm10', 'P11', 'M13', 'M2', 'A4', 'P8', 'M9', 'A11', 'M3', 'm7', 'M10', 'd5', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
38	467/100	0.0625	0.3333333333333333	['F3', 'A-3', 'B-3', 'D4', 'A-4', 'B-4', 'D5']	['m3', 'P4', 'M6', 'm10', 'P11', 'M13', 'M2', 'A4', 'P8', 'M9', 'A11', 'M3', 'm7', 'M10', 'd5', 'm6']	[0, 2, 5, 8]	[2, 5, 8, 10]
39	1.0	1.0	0.3333333333333333	['E-2', 'E-4', 'G4', 'B-4', 'E-5']	['P15', 'M17', 'P19', 'P22', 'M3', 'P5', 'P8', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
39	133/100	0.0625	0.3333333333333333	['E-2', 'D-3', 'B-3', 'E-4', 'E-5']	['m7', 'P12', 'P15', 'P22', 'M6', 'M9', 'M16', 'P4', 'P11', 'P8']	[0, 2, 5]	[10, 1, 3]
39	167/100	0.0625	0.3333333333333333	['E-2', 'D-3', 'B-3', 'E-4', 'E-5']	['m7', 'P12', 'P15', 'P22', 'M6', 'M9', 'M16', 'P4', 'P11', 'P8']	[0, 2, 5]	[10, 1, 3]
39	2.0	0.25	0.3333333333333333	['E-2', 'D-3', 'B-3', 'E-4', 'E-5']	['m7', 'P12', 'P15', 'P22', 'M6', 'M9', 'M16', 'P4', 'P11', 'P8']	[0, 2, 5]	[10, 1, 3]
39	233/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'A-3', 'E-4', 'E-5']	['m6', 'P11', 'P15', 'P22', 'M6', 'M10', 'M17', 'P5', 'P12', 'P8']	[0, 3, 7]	[8, 11, 3]
39	267/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'A-3', 'E-4', 'E-5']	['m6', 'P11', 'P15', 'P22', 'M6', 'M10', 'M17', 'P5', 'P12', 'P8']	[0, 3, 7]	[8, 11, 3]
39	3.0	0.5	0.3333333333333333	['E-2', 'C-3', 'A-3', 'E-4', 'E-5']	['m6', 'P11', 'P15', 'P22', 'M6', 'M10', 'M17', 'P5', 'P12', 'P8']	[0, 3, 7]	[8, 11, 3]
39	333/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4', 'E-5']	['P5', 'M10', 'P15', 'P22', 'M6', 'P11', 'P18', 'm6', 'm13', 'P8']	[0, 3, 7]	[3, 7, 10]
39	367/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4', 'E-5']	['P5', 'M10', 'P15', 'P22', 'M6', 'P11', 'P18', 'm6', 'm13', 'P8']	[0, 3, 7]	[3, 7, 10]
39	4.0	0.25	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4', 'E-5']	['P5', 'M10', 'P15', 'P22', 'M6', 'P11', 'P18', 'm6', 'm13', 'P8']	[0, 3, 7]	[3, 7, 10]
39	433/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'E-4', 'E-5']	['P4', 'M9', 'P15', 'P22', 'M6', 'P12', 'P19', 'm7', 'm14', 'P8']	[0, 2, 5]	[3, 5, 8]
39	467/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'E-4', 'E-5']	['P4', 'M9', 'P15', 'P22', 'M6', 'P12', 'P19', 'm7', 'm14', 'P8']	[0, 2, 5]	[3, 5, 8]
40	1.0	1.0	0.3333333333333333	['E-2']	[]	[0]	[3]
40	133/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
40	167/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
40	2.0	0.25	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
40	233/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
40	267/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
40	3.0	0.5	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
40	333/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
40	367/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
40	4.0	0.25	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4']	['m6', 'M9', 'P11', 'P15', 'A4', 'M6', 'M10', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[3, 5, 8, 11]
40	433/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4']	['m6', 'M9', 'P11', 'P15', 'A4', 'M6', 'M10', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[3, 5, 8, 11]
40	467/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4']	['m6', 'M9', 'P11', 'P15', 'A4', 'M6', 'M10', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[3, 5, 8, 11]
41	1.0	1.0	0.3333333333333333	['E-2']	[]	[0]	[3]
41	133/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
41	167/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
41	2.0	0.25	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
41	233/100	0.0625	0.3333333333333333	['E-2', 'D-3', 'B-3', 'E-4']	['m7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5]	[10, 1, 3]
41	267/100	0.0625	0.3333333333333333	['E-2', 'D-3', 'B-3', 'E-4']	['m7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5]	[10, 1, 3]
41	3.0	0.5	0.3333333333333333	['E-2', 'D-3', 'B-3', 'E-4']	['m7', 'P12', 'P15', 'M6', 'M9', 'P4']	[0, 2, 5]	[10, 1, 3]
41	333/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'A-3', 'E-4']	['m6', 'P11', 'P15', 'M6', 'M10', 'P5']	[0, 3, 7]	[8, 11, 3]
41	367/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'A-3', 'E-4']	['m6', 'P11', 'P15', 'M6', 'M10', 'P5']	[0, 3, 7]	[8, 11, 3]
41	4.0	0.25	0.3333333333333333	['E-2', 'C-3', 'A-3', 'E-4']	['m6', 'P11', 'P15', 'M6', 'M10', 'P5']	[0, 3, 7]	[8, 11, 3]
41	433/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
41	467/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'E-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[3, 7, 10]
42	1.0	1.0	0.3333333333333333	['E-2', 'E-4']	['P15']	[0]	[3]
42	133/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
42	167/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
42	2.0	0.25	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
42	233/100	0.0625	0.16666666666666666	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
42	2.5	0.125	0.16666666666666666	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
42	267/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
42	3.0	0.5	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
42	333/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
42	367/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'F3', 'B-3', 'E-4']	['P5', 'M9', 'P12', 'P15', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[3, 5, 10]
42	4.0	0.25	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4', 'A-4']	['m6', 'M9', 'P11', 'P15', 'P18', 'A4', 'M6', 'M10', 'M13', 'm3', 'm7', 'm10', 'P5', 'P8', 'P4']	[0, 2, 5, 8]	[3, 5, 8, 11]
42	433/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4', 'A-4']	['m6', 'M9', 'P11', 'P15', 'P18', 'A4', 'M6', 'M10', 'M13', 'm3', 'm7', 'm10', 'P5', 'P8', 'P4']	[0, 2, 5, 8]	[3, 5, 8, 11]
42	467/100	0.0625	0.3333333333333333	['E-2', 'C-3', 'F3', 'A-3', 'E-4', 'A-4']	['m6', 'M9', 'P11', 'P15', 'P18', 'A4', 'M6', 'M10', 'M13', 'm3', 'm7', 'm10', 'P5', 'P8', 'P4']	[0, 2, 5, 8]	[3, 5, 8, 11]
43	1.0	1.0	0.3333333333333333	['E-2', 'G4']	['M17']	[0, 4]	[3, 7]
43	133/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
43	167/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
43	2.0	0.25	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
43	233/100	0.0625	0.16666666666666666	['E-2', 'B-2', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'M10', 'P12', 'P15', 'M17', 'M6', 'P8', 'P11', 'M13', 'm3', 'm6', 'P4', 'M3']	[0, 3, 7]	[3, 7, 10]
43	2.5	0.125	0.16666666666666666	['E-2', 'B-2', 'G3', 'B-3', 'E-4']	['P5', 'M10', 'P12', 'P15', 'M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
43	267/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4']	['P5', 'M10', 'P12', 'P15', 'M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
43	3.0	0.5	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4']	['P5', 'M10', 'P12', 'P15', 'M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
43	333/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4']	['P5', 'M10', 'P12', 'P15', 'M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
43	367/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4']	['P5', 'M10', 'P12', 'P15', 'M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
43	4.0	0.25	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4']	['P5', 'M10', 'P12', 'P15', 'M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
43	433/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4']	['P5', 'M10', 'P12', 'P15', 'M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
43	467/100	0.0625	0.3333333333333333	['E-2', 'B-2', 'G3', 'B-3', 'E-4']	['P5', 'M10', 'P12', 'P15', 'M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
44	1.0	1.0	0.3333333333333333	['E-2', 'E-4']	['P15']	[0]	[3]
44	133/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
44	167/100	0.0625	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
44	2.0	0.25	0.3333333333333333	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
44	233/100	0.0625	0.16666666666666666	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
44	2.5	0.125	0.16666666666666666	['E-2', 'A-2', 'F3', 'C-4', 'E-4']	['P4', 'M9', 'm13', 'P15', 'M6', 'm10', 'P12', 'd5', 'm7', 'M3']	[0, 2, 5, 8]	[3, 5, 8, 11]
