0	3.0	0.5	0.5	['F2']	[]	[0]	[5]
10	3.0	0.5	0.5	['F2', 'E-3', 'C4', 'C5']	['m7', 'P12', 'P19', 'M6', 'M13', 'P8']	[0, 2, 5]	[0, 3, 5]
11	1.0	1.0	0.5	['B-1', 'F3', 'D4', 'D5']	['P12', 'M17', 'M24', 'M6', 'M13', 'P8']	[0, 3, 7]	[10, 2, 5]
11	2.0	0.5	0.5	['B-1', 'G3', 'E-4', 'E-5']	['M13', 'P18', 'P25', 'm6', 'm13', 'P8']	[0, 3, 7]	[3, 7, 10]
11	3.0	0.5	0.5	['B-2', 'A-3', 'F4', 'F5']	['m7', 'P12', 'P19', 'M6', 'M13', 'P8']	[0, 2, 5]	[5, 8, 10]
12	1.0	1.0	1.0	['E-2', 'B-3', 'G4', 'G5']	['P12', 'M17', 'M24', 'M6', 'M13', 'P8']	[0, 3, 7]	[3, 7, 10]
12	3.0	0.5	0.5	['E-3', 'G3', 'E-4', 'E-5']	['M3', 'P8', 'P15', 'm6', 'm13']	[0, 4]	[3, 7]
13	1.0	1.0	0.5	['F2', 'F3', 'B-3', 'C4', 'C5']	['P8', 'P11', 'P12', 'P19', 'P4', 'P5', 'M2', 'M9']	[0, 2, 7]	[10, 0, 5]
13	2.0	0.5	0.5	['F2', 'F3', 'A3', 'C4', 'C5']	['P8', 'M10', 'P12', 'P19', 'M3', 'P5', 'm3', 'm10']	[0, 3, 7]	[5, 9, 0]
13	3.0	0.5	0.5	['F2', 'F3', 'A-3', 'D4', 'D5']	['P8', 'm10', 'M13', 'M20', 'm3', 'M6', 'A4', 'A11']	[0, 3, 6]	[2, 5, 8]
14	1.0	1.0	0.5	['C2', 'E-3', 'G3', 'D4', 'E-4', 'E-5']	['m10', 'P12', 'M16', 'm17', 'm24', 'M3', 'M7', 'P8', 'P15', 'P5', 'm6', 'm13', 'm2', 'm9']	[0, 2, 3, 7]	[0, 2, 3, 7]
14	2.0	0.5	0.5	['C2', 'E-3', 'G3', 'C4', 'E-4', 'E-5']	['m10', 'P12', 'P15', 'm17', 'm24', 'M3', 'M6', 'P8', 'P4', 'm6', 'm13', 'm3']	[0, 3, 7]	[0, 3, 7]
14	3.0	0.5	0.5	['C2', 'G3', 'B-3', 'E-4', 'E-5']	['P12', 'm14', 'm17', 'm24', 'm3', 'm6', 'm13', 'P4', 'P11', 'P8']	[0, 3, 5, 8]	[7, 10, 0, 3]
15	1.0	1.0	0.5	['F1', 'F3', 'B-3', 'E-4', 'E-5']	['P15', 'P18', 'm21', 'm28', 'P4', 'm7', 'm14', 'P11', 'P8']	[0, 2, 7]	[3, 5, 10]
15	2.0	0.5	0.25	['F1', 'F3', 'A3', 'E-4', 'E-5']	['P15', 'M17', 'm21', 'm28', 'M3', 'm7', 'm14', 'd5', 'd12', 'P8']	[0, 2, 6]	[3, 5, 9]
15	2.5	0.25	0.25	['F1', 'F3', 'G3', 'E-4', 'E-5']	['P15', 'M16', 'm21', 'm28', 'M2', 'm7', 'm14', 'm6', 'm13', 'P8']	[0, 2, 4]	[3, 5, 7]
15	3.0	0.5	0.5	['F2', 'A3', 'E-4', 'F4', 'E-5']	['M10', 'm14', 'P15', 'm21', 'd5', 'm6', 'd12', 'M2', 'P8', 'm7']	[0, 2, 6]	[3, 5, 9]
16	1.0	1.0	0.5	['B-1', 'B-3', 'E-4', 'F4', 'E-5']	['P15', 'P18', 'P19', 'P25', 'P4', 'P5', 'P11', 'M2', 'P8', 'm7']	[0, 2, 7]	[3, 5, 10]
16	2.0	0.5	0.5	['B-1', 'B-3', 'D4', 'F4', 'D5']	['P15', 'M17', 'P19', 'M24', 'M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[10, 2, 5]
16	3.0	0.5	0.5	['B-2', 'B-3', 'D-4', 'F4', 'G4', 'D-5']	['P8', 'm10', 'P12', 'M13', 'm17', 'm3', 'P5', 'M6', 'M3', 'A4', 'M2', 'm6', 'd5']	[0, 2, 5, 8]	[5, 7, 10, 1]
17	1.0	1.0	0.5	['C2', 'C4', 'F4', 'G4', 'C5']	['P15', 'P18', 'P19', 'P22', 'P4', 'P5', 'P8', 'M2']	[0, 2, 7]	[5, 7, 0]
17	2.0	0.5	0.25	['C2', 'C4', 'E4', 'G4', 'C5']	['P15', 'M17', 'P19', 'P22', 'M3', 'P5', 'P8', 'm3', 'm6', 'P4']	[0, 3, 7]	[0, 4, 7]
17	2.5	0.25	0.25	['C2', 'C4', 'D4', 'G4', 'C5']	['P15', 'M16', 'P19', 'P22', 'M2', 'P5', 'P8', 'P4', 'm7']	[0, 2, 7]	[0, 2, 7]
17	3.0	0.5	0.5	['C3', 'C4', 'E4', 'G4', 'B-4']	['P8', 'M10', 'P12', 'm14', 'M3', 'P5', 'm7', 'm3', 'd5']	[0, 2, 5, 8]	[4, 7, 10, 0]
18	1.0	1.0	0.5	['C2', 'C4', 'F4', 'A4']	['P15', 'P18', 'M20', 'P4', 'M6', 'M3']	[0, 3, 7]	[5, 9, 0]
18	2.0	0.5	0.5	['C2', 'C4', 'F4', 'A4']	['P15', 'P18', 'M20', 'P4', 'M6', 'M3']	[0, 3, 7]	[5, 9, 0]
18	3.0	0.5	0.5	['C3', 'C4', 'G4', 'C5']	['P8', 'P12', 'P15', 'P5', 'P4']	[0, 5]	[7, 0]
19	1.0	1.0	0.5	['C2', 'F4', 'A4', 'F5']	['P18', 'M20', 'P25', 'M3', 'P8', 'm6']	[0, 3, 7]	[5, 9, 0]
19	2.0	0.5	0.5	['C2', 'F4', 'A4', 'F5']	['P18', 'M20', 'P25', 'M3', 'P8', 'm6']	[0, 3, 7]	[5, 9, 0]
19	3.0	0.5	0.5	['C3', 'C4', 'G4', 'C5']	['P8', 'P12', 'P15', 'P5', 'P4']	[0, 5]	[7, 0]
20	1.0	1.0	1.0	['C2', 'C4', 'F4', 'A4']	['P15', 'P18', 'M20', 'P4', 'M6', 'M3']	[0, 3, 7]	[5, 9, 0]
20	3.0	0.5	0.5	['C3', 'C4', 'G4']	['P8', 'P12', 'P5']	[0, 5]	[7, 0]
21	1.0	1.0	1.0	['C2', 'A3', 'F4']	['M13', 'P18', 'm6']	[0, 3, 7]	[5, 9, 0]
21	3.0	0.5	0.5	['C3', 'G3', 'C4']	['P5', 'P8', 'P4']	[0, 5]	[7, 0]
22	1.0	1.0	1.0	['C2', 'F3', 'A3']	['P11', 'M13', 'M3']	[0, 3, 7]	[5, 9, 0]
22	3.0	0.5	0.5	['C3', 'G3']	['P5']	[0, 5]	[7, 0]
23	1.0	1.0	0.5	['C2', 'G4', 'E-5', 'G5']	['P19', 'm24', 'P26', 'm6', 'P8', 'M3']	[0, 3, 7]	[0, 3, 7]
23	2.0	0.5	0.5	['C2', 'F4', 'D5', 'F5', 'G5']	['P18', 'M23', 'P25', 'P26', 'M6', 'P8', 'M9', 'm3', 'P4', 'M2']	[0, 2, 5, 7]	[0, 2, 5, 7]
23	3.0	0.5	0.5	['C3', 'E-4', 'C5', 'E-5']	['m10', 'P15', 'm17', 'M6', 'P8', 'm3']	[0, 3]	[0, 3]
24	1.0	1.0	0.5	['G2', 'D4', 'B4', 'D5']	['P12', 'M17', 'P19', 'M6', 'P8', 'm3']	[0, 3, 7]	[7, 11, 2]
24	2.0	0.5	0.5	['G2', 'E-4', 'C5', 'E-5']	['m13', 'P18', 'm20', 'M6', 'P8', 'm3']	[0, 3, 7]	[0, 3, 7]
24	3.0	0.5	0.5	['G3', 'F4', 'D5', 'F5']	['m7', 'P12', 'm14', 'M6', 'P8', 'm3']	[0, 2, 5]	[2, 5, 7]
25	1.0	1.0	0.5	['C3', 'E-4', 'C5', 'E-5']	['m10', 'P15', 'm17', 'M6', 'P8', 'm3']	[0, 3]	[0, 3]
25	2.0	0.5	0.5	['C3', 'D4', 'B-4', 'D5', 'E-5']	['M9', 'm14', 'M16', 'm17', 'm6', 'P8', 'm9', 'M3', 'P4', 'm2']	[0, 1, 3, 5]	[10, 0, 2, 3]
25	3.0	0.5	0.5	['C3', 'C4', 'A4', 'C5']	['P8', 'M13', 'P15', 'M6', 'm3']	[0, 3]	[9, 0]
26	1.0	1.0	0.5	['D3', 'A3', 'F#4', 'A4']	['P5', 'M10', 'P12', 'M6', 'P8', 'm3']	[0, 3, 7]	[2, 6, 9]
26	2.0	0.5	0.5	['D3', 'B-3', 'G4', 'B-4']	['m6', 'P11', 'm13', 'M6', 'P8', 'm3']	[0, 3, 7]	[7, 10, 2]
26	3.0	0.5	0.5	['D2', 'C4', 'A4', 'C5']	['m14', 'P19', 'm21', 'M6', 'P8', 'm3']	[0, 2, 5]	[9, 0, 2]
27	1.0	1.0	0.5	['G1', 'D4', 'B-4', 'D5']	['P19', 'm24', 'P26', 'm6', 'P8', 'M3']	[0, 3, 7]	[7, 10, 2]
27	2.0	0.5	0.5	['G1', 'C4', 'A4', 'C5', 'D5']	['P18', 'M23', 'P25', 'P26', 'M6', 'P8', 'M9', 'm3', 'P4', 'M2']	[0, 2, 5, 7]	[7, 9, 0, 2]
27	3.0	0.5	0.5	['G2', 'B-3', 'G4', 'B-4']	['m10', 'P15', 'm17', 'M6', 'P8', 'm3']	[0, 3]	[7, 10]
28	1.0	1.0	0.5	['D2', 'A3', 'F#4', 'A4']	['P12', 'M17', 'P19', 'M6', 'P8', 'm3']	[0, 3, 7]	[2, 6, 9]
28	2.0	0.5	0.5	['D2', 'G3', 'E4', 'G4', 'A4']	['P11', 'M16', 'P18', 'P19', 'M6', 'P8', 'M9', 'm3', 'P4', 'M2']	[0, 2, 5, 7]	[2, 4, 7, 9]
28	3.0	0.5	0.5	['D3', 'F#3', 'D4', 'F#4']	['M3', 'P8', 'M10', 'm6']	[0, 4]	[2, 6]
29	1.0	1.0	0.5	['D2', 'A3', 'D4', 'F4', 'A5']	['P12', 'P15', 'm17', 'P26', 'P4', 'm6', 'm3', 'M10']	[0, 3, 7]	[2, 5, 9]
29	2.0	0.5	0.5	['D2', 'G3', 'E4', 'G4', 'A5']	['P11', 'M16', 'P18', 'P26', 'M6', 'P8', 'm3', 'M9']	[0, 2, 5, 7]	[2, 4, 7, 9]
29	3.0	0.5	0.5	['D3', 'A3', 'F4', 'A4', 'F5']	['P5', 'm10', 'P12', 'm17', 'm6', 'P8', 'm13', 'M3']	[0, 3, 7]	[2, 5, 9]
30	1.0	1.0	0.5	['A1', 'C#4', 'A4', 'C#5', 'E5']	['M17', 'P22', 'M24', 'P26', 'm6', 'P8', 'm10', 'M3', 'P5', 'm3']	[0, 3, 7]	[9, 1, 4]
30	2.0	0.5	0.5	['A1', 'D4', 'B4', 'D5', 'F5']	['P18', 'M23', 'P25', 'm27', 'M6', 'P8', 'm10', 'm3', 'd5']	[0, 2, 5, 8]	[9, 11, 2, 5]
30	3.0	0.5	0.5	['A2', 'E4', 'C#5', 'E5', 'G5']	['P12', 'M17', 'P19', 'm21', 'M6', 'P8', 'm10', 'm3', 'd5']	[0, 2, 5, 8]	[1, 4, 7, 9]
31	1.0	1.0	0.5	['D2', 'D3', 'F4', 'D5', 'F5']	['P8', 'm17', 'P22', 'm24', 'm10', 'P15', 'M6', 'm3']	[0, 3]	[2, 5]
31	2.0	0.5	0.5	['D2', 'D3', 'E4', 'G4', 'C#5', 'F5']	['P8', 'M16', 'P18', 'M21', 'm24', 'M9', 'P11', 'M14', 'm17', 'm3', 'M6', 'm9', 'A4', 'm7', 'd4']	[0, 1, 3, 4, 6]	[1, 2, 4, 5, 7]
31	3.0	0.5	0.5	['F2', 'F4', 'A4', 'D5']	['P15', 'M17', 'M20', 'M3', 'M6', 'P4']	[0, 3, 7]	[2, 5, 9]
32	1.0	1.0	0.5	['F2', 'F3', 'A4', 'D5', 'F5']	['P8', 'M17', 'M20', 'P22', 'M10', 'M13', 'P15', 'P4', 'm6', 'm3']	[0, 3, 7]	[2, 5, 9]
32	2.0	0.5	0.5	['F2', 'F3', 'E4', 'G4', 'C#5']	['P8', 'M14', 'M16', 'A19', 'M7', 'M9', 'A12', 'm3', 'M6', 'A4']	[0, 2, 3, 6]	[1, 4, 5, 7]
32	3.0	0.5	0.5	['F2', 'F4', 'A4', 'D5']	['P15', 'M17', 'M20', 'M3', 'M6', 'P4']	[0, 3, 7]	[2, 5, 9]
33	1.0	1.0	0.5	['F3', 'B-3', 'C4', 'F4', 'B-4', 'C5']	['P4', 'P5', 'P8', 'P11', 'P12', 'M2', 'M9', 'm7']	[0, 2, 7]	[10, 0, 5]
33	2.0	0.5	0.5	['F3', 'A3', 'C4', 'F4', 'A4', 'C5']	['M3', 'P5', 'P8', 'M10', 'P12', 'm3', 'm6', 'm10', 'P4', 'M6']	[0, 3, 7]	[5, 9, 0]
33	3.0	0.5	0.5	['F3', 'A-3', 'D4', 'F4', 'A-4', 'D5']	['m3', 'M6', 'P8', 'm10', 'M13', 'A4', 'A11', 'd5']	[0, 3, 6]	[2, 5, 8]
34	1.0	1.0	0.5	['C3', 'G3', 'D4', 'E-4', 'G4', 'D5', 'E-5']	['P5', 'M9', 'm10', 'P12', 'M16', 'm17', 'm6', 'P8', 'm13', 'm2', 'P4', 'm9', 'M3', 'M7']	[0, 2, 3, 7]	[0, 2, 3, 7]
34	2.0	0.5	0.5	['C3', 'G3', 'C4', 'E-4', 'G4', 'C5', 'E-5']	['P5', 'P8', 'm10', 'P12', 'P15', 'm17', 'P4', 'm6', 'P11', 'm13', 'm3', 'M3', 'M6']	[0, 3, 7]	[0, 3, 7]
34	3.0	0.5	0.5	['C3', 'G-3', 'B-3', 'C4', 'E-4', 'G-4', 'B-4', 'E-5']	['d5', 'm7', 'P8', 'm10', 'd12', 'm14', 'm17', 'M3', 'A4', 'M6', 'M10', 'M13', 'M2', 'P4', 'm6', 'P11', 'm3', 'P5']	[0, 2, 5, 8]	[10, 0, 3, 6]
35	1.0	1.0	0.5	['F3', 'B-3', 'C4', 'F4', 'B-4', 'E-5']	['P4', 'P5', 'P8', 'P11', 'm14', 'M2', 'm7', 'm10']	[0, 2, 5, 7]	[10, 0, 3, 5]
35	2.0	0.5	0.25	['F3', 'A3', 'C4', 'F4', 'A4', 'E-5']	['M3', 'P5', 'P8', 'M10', 'm14', 'm3', 'm6', 'd12', 'P4', 'M6', 'm10', 'm7', 'd5']	[0, 2, 5, 8]	[9, 0, 3, 5]
35	2.5	0.25	0.25	['F3', 'G3', 'C4', 'F4', 'G4', 'E-5']	['M2', 'P5', 'P8', 'M9', 'm14', 'P4', 'm7', 'm13', 'm10', 'm6']	[0, 2, 4, 7]	[0, 3, 5, 7]
35	3.0	0.5	0.5	['F3', 'A3', 'C4', 'F4', 'A4', 'E-5', 'F5']	['M3', 'P5', 'P8', 'M10', 'm14', 'P15', 'm3', 'm6', 'd12', 'm13', 'P4', 'M6', 'm10', 'P11', 'm7', 'd5', 'M2']	[0, 2, 5, 8]	[9, 0, 3, 5]
36	1.0	1.0	0.5	['B-2', 'F3', 'B-3', 'F4', 'B-4', 'E-5', 'F5']	['P5', 'P8', 'P12', 'P15', 'P18', 'P19', 'P4', 'P11', 'm14', 'm7', 'M2']	[0, 2, 7]	[3, 5, 10]
36	2.0	0.5	0.5	['B-2', 'F3', 'B-3', 'F4', 'B-4', 'D5', 'F5']	['P5', 'P8', 'P12', 'P15', 'M17', 'P19', 'P4', 'P11', 'M13', 'M10', 'M6', 'M3', 'm3']	[0, 3, 7]	[10, 2, 5]
36	3.0	0.5	0.5	['B-2', 'B-3', 'G4', 'B-4', 'D-5', 'F5', 'G5']	['P8', 'M13', 'P15', 'm17', 'P19', 'M20', 'M6', 'm10', 'P12', 'm3', 'd5', 'm7', 'P5', 'M3', 'A4', 'M2']	[0, 2, 5, 8]	[5, 7, 10, 1]
37	1.0	1.0	0.5	['C3', 'C4', 'G4', 'C5', 'F5', 'G5']	['P8', 'P12', 'P15', 'P18', 'P19', 'P5', 'P11', 'P4', 'm7', 'M2']	[0, 2, 7]	[5, 7, 0]
37	2.0	0.5	0.25	['C3', 'C4', 'G4', 'C5', 'E5', 'G5']	['P8', 'P12', 'P15', 'M17', 'P19', 'P5', 'M10', 'P4', 'M6', 'M3', 'm3']	[0, 3, 7]	[0, 4, 7]
37	2.5	0.25	0.25	['C3', 'C4', 'G4', 'C5', 'D5', 'G5']	['P8', 'P12', 'P15', 'M16', 'P19', 'P5', 'M9', 'P4', 'M2']	[0, 2, 7]	[0, 2, 7]
37	3.0	0.5	0.5	['C3', 'G4', 'B-4', 'E5', 'G5']	['P12', 'm14', 'M17', 'P19', 'm3', 'M6', 'P8', 'A4']	[0, 2, 5, 8]	[4, 7, 10, 0]
38	1.0	1.0	0.5	['C2', 'A4', 'C5', 'F5', 'A5']	['M20', 'P22', 'P25', 'M27', 'm3', 'm6', 'P8', 'P4', 'M6', 'M3']	[0, 3, 7]	[5, 9, 0]
38	2.0	0.5	0.5	['C2', 'A4', 'C5', 'F5', 'A5']	['M20', 'P22', 'P25', 'M27', 'm3', 'm6', 'P8', 'P4', 'M6', 'M3']	[0, 3, 7]	[5, 9, 0]
38	3.0	0.5	0.5	['C3', 'G4', 'C5', 'G5']	['P12', 'P15', 'P19', 'P4', 'P8', 'P5']	[0, 5]	[7, 0]
39	1.0	1.0	0.5	['C2', 'F4', 'A4', 'F5']	['P18', 'M20', 'P25', 'M3', 'P8', 'm6']	[0, 3, 7]	[5, 9, 0]
39	2.0	0.5	0.5	['C2', 'F4', 'A4', 'F5']	['P18', 'M20', 'P25', 'M3', 'P8', 'm6']	[0, 3, 7]	[5, 9, 0]
39	3.0	0.5	0.5	['C3', 'C4', 'G4', 'C5']	['P8', 'P12', 'P15', 'P5', 'P4']	[0, 5]	[7, 0]
40	1.0	1.0	1.0	['C2', 'C4', 'E-4', 'A4']	['P15', 'm17', 'M20', 'm3', 'M6', 'A4']	[0, 3, 6]	[9, 0, 3]
40	3.0	0.5	0.5	['C3', 'B-3', 'E-4', 'G4']	['m7', 'm10', 'P12', 'P4', 'M6', 'M3']	[0, 3, 5, 8]	[7, 10, 0, 3]
41	1.0	1.0	1.0	['C2', 'A3', 'E-4', 'F4']	['M13', 'm17', 'P18', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[9, 0, 3, 5]
41	3.0	0.5	0.5	['C3', 'B-3', 'E-4', 'G4']	['m7', 'm10', 'P12', 'P4', 'M6', 'M3']	[0, 3, 5, 8]	[7, 10, 0, 3]
42	1.0	1.0	1.0	['C2', 'A3', 'E-4', 'F4']	['M13', 'm17', 'P18', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[9, 0, 3, 5]
42	3.0	0.5	0.5	['C2', 'C3', 'B-3', 'E-4', 'G4']	['P8', 'm14', 'm17', 'P19', 'm7', 'm10', 'P12', 'P4', 'M6', 'M3']	[0, 3, 5, 8]	[7, 10, 0, 3]
43	1.0	1.0	1.0	['F1', 'F2', 'A3', 'E-4', 'F4', 'E-5']	['P8', 'M17', 'm21', 'P22', 'm28', 'M10', 'm14', 'P15', 'd5', 'm6', 'd12', 'M2', 'm7']	[0, 2, 6]	[3, 5, 9]
43	3.0	0.5	0.5	['C2', 'C3', 'B-3', 'E-4', 'G4', 'E-5']	['P8', 'm14', 'm17', 'P19', 'm24', 'm7', 'm10', 'P12', 'P4', 'M6', 'P11', 'M3', 'm6']	[0, 3, 5, 8]	[7, 10, 0, 3]
44	1.0	1.0	0.5	['F1', 'F2', 'A3', 'E-4', 'F4', 'E-5']	['P8', 'M17', 'm21', 'P22', 'm28', 'M10', 'm14', 'P15', 'd5', 'm6', 'd12', 'M2', 'm7']	[0, 2, 6]	[3, 5, 9]
44	2.0	0.5	0.5	['F1', 'F2', 'A3', 'E-4', 'F4', 'D5']	['P8', 'M17', 'm21', 'P22', 'M27', 'M10', 'm14', 'P15', 'M20', 'd5', 'm6', 'P11', 'M2', 'M7', 'M6']	[0, 1, 3, 7]	[2, 3, 5, 9]
44	3.0	0.5	0.5	['F2', 'A3', 'E-4', 'G4', 'C5']	['M10', 'm14', 'M16', 'P19', 'd5', 'm7', 'm10', 'M3', 'M6', 'P4']	[0, 2, 4, 6, 9]	[3, 5, 7, 9, 0]
45	1.0	1.0	0.5	['B-1', 'B-3', 'D4', 'F4', 'D5']	['P15', 'M17', 'P19', 'M24', 'M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[10, 2, 5]
45	2.0	0.5	0.5	['B-1', 'B-3', 'D4', 'F4', 'F5']	['P15', 'M17', 'P19', 'P26', 'M3', 'P5', 'P12', 'm3', 'm10', 'P8']	[0, 3, 7]	[10, 2, 5]
45	3.0	0.5	0.5	['F2', 'B-3', 'D4', 'F4', 'F5']	['P11', 'M13', 'P15', 'P22', 'M3', 'P5', 'P12', 'm3', 'm10', 'P8']	[0, 3, 7]	[10, 2, 5]
46	1.0	1.0	1.0	['B-1', 'B-3', 'D4', 'F4', 'F5']	['P15', 'M17', 'P19', 'P26', 'M3', 'P5', 'P12', 'm3', 'm10', 'P8']	[0, 3, 7]	[10, 2, 5]
46	3.0	0.5	0.5	['F2', 'F3', 'B-3', 'D4', 'F5']	['P8', 'P11', 'M13', 'P22', 'P4', 'M6', 'P15', 'M3', 'P12', 'm10']	[0, 3, 7]	[10, 2, 5]
47	1.0	1.0	1.0	['B-1', 'F3', 'B-3', 'D4', 'F5']	['P12', 'P15', 'M17', 'P26', 'P4', 'M6', 'M3', 'm10']	[0, 3, 7]	[10, 2, 5]
47	3.0	0.5	0.5	['F2', 'F3', 'B-3', 'D4']	['P8', 'P11', 'M13', 'P4', 'M6', 'M3']	[0, 3, 7]	[10, 2, 5]
48	1.0	1.0	1.0	['B-1', 'F3', 'B-3', 'D4']	['P12', 'P15', 'M17', 'P4', 'M6', 'M3']	[0, 3, 7]	[10, 2, 5]
48	3.0	0.5	0.5	['F2', 'F3', 'B-3', 'D4']	['P8', 'P11', 'M13', 'P4', 'M6', 'M3']	[0, 3, 7]	[10, 2, 5]
49	1.0	1.0	1.0	['B-1', 'F3', 'B-3', 'D4']	['P12', 'P15', 'M17', 'P4', 'M6', 'M3']	[0, 3, 7]	[10, 2, 5]
