0	4.0	0.25	0.5	['G3', 'E4']	['M6']	[0, 3]	[4, 7]
0	4.5	0.125	0.5	['B3', 'F#4']	['P5']	[0, 5]	[6, 11]
1	1.0	1.0	0.75	['E1', 'E2', 'B3', 'E4', 'G4']	['P8', 'P19', 'P22', 'm24', 'P12', 'P15', 'm17', 'P4', 'm6', 'm3']	[0, 3, 7]	[4, 7, 11]
1	1.75	0.0625	0.25	['E1', 'E2', 'B3', 'E4', 'G4']	['P8', 'P19', 'P22', 'm24', 'P12', 'P15', 'm17', 'P4', 'm6', 'm3']	[0, 3, 7]	[4, 7, 11]
1	2.0	0.25	0.5	['B2', 'E3', 'G3', 'B3', 'E4', 'G4']	['P4', 'm6', 'P8', 'P11', 'm13', 'm3', 'P5', 'm10', 'M3', 'M6']	[0, 3, 7]	[4, 7, 11]
1	2.5	0.125	0.5	['B2', 'E3', 'G3', 'B3', 'E4', 'G4']	['P4', 'm6', 'P8', 'P11', 'm13', 'm3', 'P5', 'm10', 'M3', 'M6']	[0, 3, 7]	[4, 7, 11]
1	3.0	0.5	0.5				
1	3.5	0.125	0.5	['G4']	[]	[0]	[7]
1	4.0	0.25	0.5	['C4', 'E4']	['M3']	[0, 4]	[0, 4]
1	4.5	0.125	0.5	['B3', 'F#4']	['P5']	[0, 5]	[6, 11]
2	1.0	1.0	1.0	['E1', 'E2', 'B3', 'E4', 'G4']	['P8', 'P19', 'P22', 'm24', 'P12', 'P15', 'm17', 'P4', 'm6', 'm3']	[0, 3, 7]	[4, 7, 11]
2	2.0	0.25	0.75	['B2', 'E3', 'G3', 'B3', 'E4', 'G4']	['P4', 'm6', 'P8', 'P11', 'm13', 'm3', 'P5', 'm10', 'M3', 'M6']	[0, 3, 7]	[4, 7, 11]
2	2.75	0.0625	0.25	['B2', 'E3', 'G3', 'B3', 'E4', 'G4']	['P4', 'm6', 'P8', 'P11', 'm13', 'm3', 'P5', 'm10', 'M3', 'M6']	[0, 3, 7]	[4, 7, 11]
2	3.0	0.5	0.5	['B2', 'E3', 'G3', 'B3', 'E4', 'G4']	['P4', 'm6', 'P8', 'P11', 'm13', 'm3', 'P5', 'm10', 'M3', 'M6']	[0, 3, 7]	[4, 7, 11]
2	3.5	0.125	0.5	['B2', 'E3', 'G3', 'B3', 'E4', 'G4']	['P4', 'm6', 'P8', 'P11', 'm13', 'm3', 'P5', 'm10', 'M3', 'M6']	[0, 3, 7]	[4, 7, 11]
2	4.0	0.25	0.5	['F#4']	[]	[0]	[6]
2	4.5	0.125	0.5	['G4']	[]	[0]	[7]
3	1.0	1.0	1.0	['D1', 'D2', 'D4', 'F#4', 'A4']	['P8', 'P22', 'M24', 'P26', 'P15', 'M17', 'P19', 'M3', 'P5', 'm3']	[0, 3, 7]	[2, 6, 9]
3	2.0	0.25	0.5	['D3', 'F#3', 'A3', 'D4', 'F#4', 'A4']	['M3', 'P5', 'P8', 'M10', 'P12', 'm3', 'm6', 'm10', 'P4', 'M6']	[0, 3, 7]	[2, 6, 9]
3	2.5	0.125	0.25	['D3', 'F#3', 'A3', 'D4', 'F#4', 'A4']	['M3', 'P5', 'P8', 'M10', 'P12', 'm3', 'm6', 'm10', 'P4', 'M6']	[0, 3, 7]	[2, 6, 9]
3	2.75	0.0625	0.25	['D3', 'F#3', 'A3', 'D4', 'F#4', 'A4']	['M3', 'P5', 'P8', 'M10', 'P12', 'm3', 'm6', 'm10', 'P4', 'M6']	[0, 3, 7]	[2, 6, 9]
3	3.0	0.5	0.5	['D3', 'F#3', 'A3', 'D4', 'F#4', 'A4']	['M3', 'P5', 'P8', 'M10', 'P12', 'm3', 'm6', 'm10', 'P4', 'M6']	[0, 3, 7]	[2, 6, 9]
3	3.5	0.125	0.25	['D3', 'F#3', 'A3', 'D4', 'F#4', 'G4', 'A4']	['M3', 'P5', 'P8', 'M10', 'P11', 'P12', 'm3', 'm6', 'm9', 'm10', 'P4', 'M6', 'm7', 'm2', 'M2']	[0, 2, 3, 7]	[2, 6, 7, 9]
3	3.75	0.0625	0.25	['D3', 'F#3', 'A3', 'D4', 'E4', 'G4']	['M3', 'P5', 'P8', 'M9', 'P11', 'm3', 'm6', 'm7', 'm9', 'P4', 'M2']	[0, 2, 3, 5, 7]	[2, 4, 6, 7, 9]
