0	367/100	0.25	0.5	['C4', 'A-4']	['m6']	[0, 4]	[8, 0]
1	1.0	1.0	1.0	['A-3', 'E-4', 'A-4', 'C5']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[8, 0, 3]
1	167/100	0.25	0.5	['D-4', 'B-4']	['M6']	[0, 3]	[10, 1]
1	2.0	0.5	1.5	['A-3', 'F4', 'A-4', 'D-5']	['M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[1, 5, 8]
1	3.0	0.5	1.5	['A-3', 'D-4', 'A-4', 'B-4']	['P4', 'P8', 'M9', 'P5', 'M6', 'M2']	[0, 2, 5]	[8, 10, 1]
2	1.0	1.0	0.75	['A-3', 'F4', 'A-4', 'D-5']	['M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[1, 5, 8]
2	1.5	0.125	0.25	['A-3', 'D-4', 'B-4']	['P4', 'M9', 'M6']	[0, 2, 5]	[8, 10, 1]
2	167/100	0.25	0.5	['A-3', 'E-4', 'C5']	['P5', 'M10', 'M6']	[0, 3, 7]	[8, 0, 3]
2	2.0	0.5	1.0	['A-3', 'G-4', 'A-4', 'E-5']	['m7', 'P8', 'P12', 'M2', 'M6', 'P5']	[0, 2, 5]	[3, 6, 8]
2	267/100	0.25	0.5	['A-3', 'E-4', 'A-4', 'C5']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[8, 0, 3]
2	3.0	0.5	1.0	['A-3', 'F4', 'A-4', 'D-5']	['M6', 'P8', 'P11', 'm3', 'm6', 'P4']	[0, 3, 7]	[1, 5, 8]
2	367/100	0.25	0.5	['A-3', 'C4', 'A-4', 'E-5']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[8, 0, 3]
3	1.0	1.0	1.0	['A-3', 'D-4', 'A-4', 'F5']	['P4', 'P8', 'M13', 'P5', 'M10', 'M6']	[0, 3, 7]	[1, 5, 8]
3	167/100	0.25	0.5	['A-3', 'C4', 'A-4', 'E-5']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[8, 0, 3]
3	2.0	0.5	1.5	['A-3', 'E-4', 'A-4', 'G-5']	['P5', 'P8', 'm14', 'P4', 'm10', 'm7']	[0, 2, 5]	[3, 6, 8]
3	3.0	0.5	1.5	['A-3', 'C4', 'A-4', 'E-5']	['M3', 'P8', 'P12', 'm6', 'm10', 'P5']	[0, 3, 7]	[8, 0, 3]
4	1.0	1.0	0.75	['A-3', 'F4', 'A-4', 'D-5', 'A-5']	['M6', 'P8', 'P11', 'P15', 'm3', 'm6', 'm10', 'P4', 'P5']	[0, 3, 7]	[1, 5, 8]
4	1.5	0.125	0.25	['E-4', 'G5']	['M10']	[0, 4]	[3, 7]
4	167/100	0.25	0.5	['D-4', 'F5']	['M10']	[0, 4]	[1, 5]
4	2.0	0.5	1.0	['A-3', 'C4', 'G4', 'E-5']	['M3', 'M7', 'P12', 'P5', 'm10', 'm6']	[0, 1, 5, 8]	[7, 8, 0, 3]
4	267/100	0.25	0.5	['B-3', 'D-5']	['m10']	[0, 3]	[10, 1]
4	3.0	0.5	1.0	['A-3', 'A-4', 'C5']	['P8', 'M10', 'M3']	[0, 4]	[8, 0]
4	367/100	0.25	0.5	['F3', 'D-4', 'D-5']	['m6', 'm13', 'P8']	[0, 4]	[1, 5]
5	1.0	1.0	1.0	['D-3', 'A-3', 'F4', 'F5']	['P5', 'M10', 'M17', 'M6', 'M13', 'P8']	[0, 3, 7]	[1, 5, 8]
5	167/100	0.25	0.5	['D-3', 'G-3', 'E-4', 'E-5']	['P4', 'M9', 'M16', 'M6', 'M13', 'P8']	[0, 2, 5]	[1, 3, 6]
5	2.0	0.5	1.5	['D-3', 'B-3', 'G-4', 'G-5']	['M6', 'P11', 'P18', 'm6', 'm13', 'P8']	[0, 3, 7]	[6, 10, 1]
5	3.0	0.5	1.5	['D-3', 'A-3', 'F4', 'F5']	['P5', 'M10', 'M17', 'M6', 'M13', 'P8']	[0, 3, 7]	[1, 5, 8]
6	1.0	1.0	1.0	['D-3', 'D-4', 'F4', 'D-5']	['P8', 'M10', 'P15', 'M3', 'm6']	[0, 4]	[1, 5]
