0	367/100	0.25	0.5	['C4', 'A-4']	['m6']	[0, 4]	[8, 0]
6	167/100	0.25	0.5	['D-3', 'E-4', 'G-4', 'C5']	['M9', 'P11', 'M14', 'm3', 'M6', 'A4']	[0, 1, 3, 6]	[0, 1, 3, 6]
6	2.0	0.5	1.0	['D-3', 'C4', 'E-4', 'E-5']	['M7', 'M9', 'M16', 'm3', 'm10', 'P8']	[0, 1, 3]	[0, 1, 3]
6	267/100	0.25	0.5	['D-3', 'C4', 'E-4', 'C5']	['M7', 'M9', 'M14', 'm3', 'P8', 'M6']	[0, 1, 3]	[0, 1, 3]
6	3.0	0.5	1.0	['D-3', 'A-3', 'C4', 'A-4']	['P5', 'M7', 'P12', 'M3', 'P8', 'm6']	[0, 1, 5]	[8, 0, 1]
6	367/100	0.25	0.5	['D-3', 'A-3', 'G-4']	['P5', 'P11', 'm7']	[0, 2, 7]	[6, 8, 1]
7	1.0	1.0	0.75	['D-3', 'A-3', 'D-4', 'F4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[1, 5, 8]
7	1.5	0.125	0.25	['D-3', 'A-3', 'D-4', 'F4', 'G4']	['P5', 'P8', 'M10', 'A11', 'P4', 'M6', 'M7', 'M3', 'A4', 'M2']	[0, 1, 3, 7]	[1, 5, 7, 8]
7	167/100	0.25	0.5	['D-3', 'A-3', 'D-4', 'F4', 'A-4']	['P5', 'P8', 'M10', 'P12', 'P4', 'M6', 'M3', 'm3']	[0, 3, 7]	[1, 5, 8]
7	2.0	0.5	0.75	['D-3', 'G3', 'B-3', 'E-4', 'B-4']	['A4', 'M6', 'M9', 'M13', 'm3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
7	2.5	0.125	0.25	['D-3', 'G3', 'B-3', 'E-4', 'B-4', 'C5']	['A4', 'M6', 'M9', 'M13', 'M14', 'm3', 'm6', 'm10', 'P11', 'P4', 'P8', 'P5', 'M2']	[0, 2, 3, 5, 8]	[7, 10, 0, 1, 3]
7	267/100	0.25	0.5	['D-3', 'G3', 'B-3', 'E-4', 'B-4', 'D-5']	['A4', 'M6', 'M9', 'M13', 'P15', 'm3', 'm6', 'm10', 'd12', 'P4', 'P8', 'P5', 'm7']	[0, 2, 5, 8]	[7, 10, 1, 3]
7	3.0	0.5	0.75	['D-3', 'G3', 'B-3', 'E-4', 'B-4', 'E-5']	['A4', 'M6', 'M9', 'M13', 'M16', 'm3', 'm6', 'm10', 'm13', 'P4', 'P8', 'P11', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
7	3.5	0.125	0.25	['D-3', 'G3', 'B-3', 'F4', 'E-5', 'F5']	['A4', 'M6', 'M10', 'M16', 'M17', 'm3', 'm7', 'm13', 'm14', 'P5', 'P11', 'P12', 'P8', 'M2']	[0, 2, 4, 6, 9]	[1, 3, 5, 7, 10]
7	367/100	0.25	0.5	['D-3', 'G3', 'B-3', 'G4', 'E-5', 'G5']	['A4', 'M6', 'A11', 'M16', 'A18', 'm3', 'P8', 'm13', 'P15', 'P11', 'M13', 'm6', 'M3']	[0, 2, 5, 8]	[7, 10, 1, 3]
8	1.0	1.0	3.0	['C3', 'A-3', 'E-4', 'G-4', 'E-5', 'A-5']	['m6', 'm10', 'd12', 'm17', 'm20', 'P5', 'm7', 'P12', 'P15', 'm3', 'P8', 'P11', 'M6', 'M9', 'P4']	[0, 2, 5, 8]	[0, 3, 6, 8]
8	3.0	0.5	0.5	['D-3', 'A-3', 'D-4', 'F4', 'D-5', 'A-5']	['P5', 'P8', 'M10', 'P15', 'P19', 'P4', 'M6', 'P11', 'M3', 'P12', 'm6', 'm10']	[0, 3, 7]	[1, 5, 8]
8	333/100	0.25	0.5	['D-3', 'A-3', 'D-4', 'F4', 'D-5', 'G5']	['P5', 'P8', 'M10', 'P15', 'A18', 'P4', 'M6', 'P11', 'M14', 'M3', 'A11', 'm6', 'M9', 'A4']	[0, 1, 3, 7]	[1, 5, 7, 8]
8	367/100	0.25	0.5	['D-3', 'A-3', 'D-4', 'F4', 'D-5', 'F5']	['P5', 'P8', 'M10', 'P15', 'M17', 'P4', 'M6', 'P11', 'M13', 'M3', 'm6']	[0, 3, 7]	[1, 5, 8]
9	1.0	1.0	0.5	['E-3', 'B-3', 'D-4', 'G4', 'D-5', 'E-5', 'G5']	['P5', 'm7', 'M10', 'm14', 'P15', 'M17', 'm3', 'M6', 'm10', 'P11', 'M13', 'A4', 'P8', 'M9', 'A11', 'd5', 'm6', 'M2', 'M3']	[0, 2, 5, 8]	[7, 10, 1, 3]
9	133/100	0.25	0.5	['E-3', 'B-3', 'D-4', 'G4', 'D-5', 'D5', 'G5']	['P5', 'm7', 'M10', 'm14', 'M14', 'M17', 'm3', 'M6', 'm10', 'M13', 'A4', 'P8', 'A8', 'A11', 'd5', 'A1', 'P4']	[0, 1, 2, 5, 8]	[7, 10, 1, 2, 3]
9	167/100	0.25	0.5	['E-3', 'B-3', 'D-4', 'G4', 'D-5', 'G5']	['P5', 'm7', 'M10', 'm14', 'M17', 'm3', 'M6', 'm10', 'M13', 'A4', 'P8', 'A11', 'd5']	[0, 2, 5, 8]	[7, 10, 1, 3]
9	2.0	0.5	0.5	['E-3', 'B-3', 'D-4', 'G4', 'C5', 'D-5', 'G5']	['P5', 'm7', 'M10', 'M13', 'm14', 'M17', 'm3', 'M6', 'M9', 'm10', 'A4', 'M7', 'P8', 'A11', 'P4', 'd5', 'm2']	[0, 2, 3, 5, 8]	[7, 10, 0, 1, 3]
9	233/100	0.25	0.5	['E-3', 'B-3', 'D-4', 'G4', 'B-4', 'D-5', 'G5']	['P5', 'm7', 'M10', 'P12', 'm14', 'M17', 'm3', 'M6', 'P8', 'm10', 'M13', 'A4', 'A11', 'd5']	[0, 2, 5, 8]	[7, 10, 1, 3]
9	267/100	0.25	0.5	['E-3', 'B-3', 'D-4', 'G4', 'D-5', 'G5']	['P5', 'm7', 'M10', 'm14', 'M17', 'm3', 'M6', 'm10', 'M13', 'A4', 'P8', 'A11', 'd5']	[0, 2, 5, 8]	[7, 10, 1, 3]
9	3.0	0.5	0.5	['E-3', 'B-3', 'D-4', 'G4', 'D-5', 'F5', 'G5']	['P5', 'm7', 'M10', 'm14', 'M16', 'M17', 'm3', 'M6', 'm10', 'P12', 'M13', 'A4', 'P8', 'A11', 'd5', 'M3', 'M2']	[0, 2, 4, 6, 9]	[1, 3, 5, 7, 10]
9	333/100	0.25	0.5	['E-3', 'B-3', 'D-4', 'G4', 'D-5', 'E-5', 'G5']	['P5', 'm7', 'M10', 'm14', 'P15', 'M17', 'm3', 'M6', 'm10', 'P11', 'M13', 'A4', 'P8', 'M9', 'A11', 'd5', 'm6', 'M2', 'M3']	[0, 2, 5, 8]	[7, 10, 1, 3]
9	367/100	0.25	0.5	['E-3', 'B-3', 'D-4', 'G4', 'D-5', 'G5']	['P5', 'm7', 'M10', 'm14', 'M17', 'm3', 'M6', 'm10', 'M13', 'A4', 'P8', 'A11', 'd5']	[0, 2, 5, 8]	[7, 10, 1, 3]
10	1.0	1.0	1.0	['A-2', 'E-3', 'C4', 'A-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[8, 0, 3]
10	167/100	0.25	0.5	['F2', 'E-3', 'D-4', 'A-4']	['m7', 'm13', 'm17', 'P11', 'P5']	[0, 2, 4, 7]	[1, 3, 5, 8]
10	2.0	0.5	1.0	['E-2', 'E-3', 'D-4', 'C5']	['P8', 'm14', 'M20', 'm7', 'M13', 'M7']	[0, 1, 3]	[0, 1, 3]
10	267/100	0.25	0.5	['G2', 'E-3', 'D-4', 'B-4']	['m6', 'd12', 'm17', 'm7', 'P12', 'M6']	[0, 2, 5, 8]	[7, 10, 1, 3]
10	3.0	0.5	1.0	['A-2', 'E-3', 'C4', 'A-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[8, 0, 3]
10	367/100	0.25	0.5	['F2', 'E-3', 'D-4', 'A-4']	['m7', 'm13', 'm17', 'P11', 'P5']	[0, 2, 4, 7]	[1, 3, 5, 8]
11	1.0	1.0	1.0	['E-2', 'E-3', 'D-4', 'C5']	['P8', 'm14', 'M20', 'm7', 'M13', 'M7']	[0, 1, 3]	[0, 1, 3]
11	167/100	0.25	0.5	['G2', 'E-3', 'D-4', 'B-4']	['m6', 'd12', 'm17', 'm7', 'P12', 'M6']	[0, 2, 5, 8]	[7, 10, 1, 3]
11	2.0	0.5	1.5	['A-2', 'E-3', 'C4', 'A-4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[8, 0, 3]
11	3.0	0.5	1.5				
