0	2.5	0.25	0.5	['B4']	[]	[0]	[11]
1	1.0	1.0	0.75	['E2', 'E3', 'G4', 'B4', 'E5']	['P8', 'm17', 'P19', 'P22', 'm10', 'P12', 'P15', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
1	1.75	0.125	0.25	['E2', 'E3', 'G4', 'B4', 'E5']	['P8', 'm17', 'P19', 'P22', 'm10', 'P12', 'P15', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
1	2.0	0.5	0.75	['A1', 'A2', 'A4', 'C#5', 'A5']	['P8', 'P22', 'M24', 'P29', 'P15', 'M17', 'M3', 'm6']	[0, 4]	[9, 1]
1	2.75	0.125	0.25	['B1', 'B2', 'F#4', 'D#5', 'F#5']	['P8', 'P19', 'M24', 'P26', 'P12', 'M17', 'M6', 'm3']	[0, 3, 7]	[11, 3, 6]
2	1.0	1.0	0.75	['E2', 'E3', 'G4', 'E5', 'G5']	['P8', 'm17', 'P22', 'm24', 'm10', 'P15', 'M6', 'm3']	[0, 3]	[4, 7]
2	1.75	0.125	0.25	['E2', 'E3', 'G4', 'B4', 'E5', 'G5']	['P8', 'm17', 'P19', 'P22', 'm24', 'm10', 'P12', 'P15', 'M3', 'M6', 'P4', 'm6', 'm3']	[0, 3, 7]	[4, 7, 11]
2	2.0	0.5	0.75	['A1', 'A2', 'A4', 'C#5', 'A5']	['P8', 'P22', 'M24', 'P29', 'P15', 'M17', 'M3', 'm6']	[0, 4]	[9, 1]
2	2.75	0.125	0.25	['B1', 'B2', 'F#4', 'D#5', 'F#5']	['P8', 'P19', 'M24', 'P26', 'P12', 'M17', 'M6', 'm3']	[0, 3, 7]	[11, 3, 6]
3	1.0	1.0	0.75	['E2', 'E3', 'G4', 'E5', 'G5']	['P8', 'm17', 'P22', 'm24', 'm10', 'P15', 'M6', 'm3']	[0, 3]	[4, 7]
3	1.75	0.125	0.25	['D2', 'D3', 'F#4', 'B4', 'D5', 'F#5']	['P8', 'M17', 'M20', 'P22', 'M24', 'M10', 'M13', 'P15', 'P4', 'm6', 'm3', 'P5', 'M3']	[0, 3, 7]	[11, 2, 6]
3	2.0	0.5	0.75	['C2', 'C3', 'E4', 'C5', 'E5']	['P8', 'M17', 'P22', 'M24', 'M10', 'P15', 'm6', 'M3']	[0, 4]	[0, 4]
3	2.75	0.125	0.25	['B1', 'B2', 'D4', 'G4', 'B4', 'D5']	['P8', 'm17', 'm20', 'P22', 'm24', 'm10', 'm13', 'P15', 'P4', 'M6', 'M3', 'P5', 'm3']	[0, 3, 7]	[7, 11, 2]
4	1.0	1.0	0.75	['A1', 'A2', 'C4', 'F#4', 'A4', 'C5']	['P8', 'm17', 'M20', 'P22', 'm24', 'm10', 'M13', 'P15', 'A4', 'M6', 'm3', 'd5']	[0, 3, 6]	[6, 9, 0]
4	1.75	0.125	0.25	['G1', 'G2', 'C4', 'G4', 'A4', 'C5']	['P8', 'P18', 'P22', 'M23', 'P25', 'P11', 'P15', 'M16', 'P5', 'M6', 'M2', 'P4', 'm3']	[0, 2, 5]	[7, 9, 0]
4	2.0	0.5	0.5	['F#1', 'F#2', 'C4', 'A4', 'C5']	['P8', 'd19', 'm24', 'd26', 'd12', 'm17', 'M6', 'm3']	[0, 3, 6]	[6, 9, 0]
4	2.5	0.25	0.25	['F#1', 'F#2', 'C4', 'A4', 'C5']	['P8', 'd19', 'm24', 'd26', 'd12', 'm17', 'M6', 'm3']	[0, 3, 6]	[6, 9, 0]
4	2.75	0.125	0.25	['E1', 'E2', 'C4', 'G4', 'C5']	['P8', 'm20', 'm24', 'm27', 'm13', 'm17', 'P5', 'P4']	[0, 3, 7]	[0, 4, 7]
5	1.0	1.0	0.3333333333333333	['D1', 'D2', 'C4', 'F#4', 'C5']	['P8', 'm21', 'M24', 'm28', 'm14', 'M17', 'A4', 'd5']	[0, 2, 6]	[0, 2, 6]
5	133/100	0.0625	0.3333333333333333	['D1', 'D2', 'C4', 'F#4', 'B4', 'C5']	['P8', 'm21', 'M24', 'M27', 'm28', 'm14', 'M17', 'M20', 'A4', 'M7', 'P4', 'd5', 'm2']	[0, 1, 3, 7]	[11, 0, 2, 6]
5	167/100	0.0625	0.3333333333333333	['D1', 'D2', 'C4', 'F#4', 'A4', 'C5']	['P8', 'm21', 'M24', 'P26', 'm28', 'm14', 'M17', 'P19', 'A4', 'M6', 'm3', 'd5']	[0, 2, 5, 8]	[6, 9, 0, 2]
5	2.0	0.5	0.3333333333333333	['D1', 'D2', 'B3', 'G4', 'B4']	['P8', 'M20', 'P25', 'M27', 'M13', 'P18', 'm6', 'M3']	[0, 3, 7]	[7, 11, 2]
5	233/100	0.0625	0.3333333333333333	['D1', 'D2', 'B3', 'G4', 'A4', 'B4']	['P8', 'M20', 'P25', 'P26', 'M27', 'M13', 'P18', 'P19', 'm6', 'm7', 'M2', 'M3']	[0, 2, 4, 7]	[7, 9, 11, 2]
5	267/100	0.0625	0.3333333333333333	['D1', 'D2', 'B3', 'G4', 'B4']	['P8', 'M20', 'P25', 'M27', 'M13', 'P18', 'm6', 'M3']	[0, 3, 7]	[7, 11, 2]
6	1.0	1.0	0.3333333333333333	['C2', 'C3', 'A3', 'D4', 'F#4', 'A4', 'D5']	['P8', 'M13', 'M16', 'A18', 'M20', 'M23', 'M6', 'M9', 'A11', 'P4', 'P11', 'M3', 'P5', 'm3', 'm6']	[0, 2, 5, 8]	[6, 9, 0, 2]
6	133/100	0.0625	0.3333333333333333	['B1', 'B2', 'A3', 'D4', 'F#4', 'A4', 'D5']	['P8', 'm14', 'm17', 'P19', 'm21', 'm24', 'm7', 'm10', 'P12', 'P4', 'M6', 'P11', 'M3', 'P5', 'm3', 'm6']	[0, 3, 5, 8]	[6, 9, 11, 2]
