1	1.0	1.0	1.0	['E2']	[]	[0]	[4]
1	2.0	0.5	0.5	['E2', 'B2', 'G#3', 'E4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[4, 8, 11]
1	2.5	0.25	0.5	['E2', 'B2', 'B3', 'F#4']	['P5', 'P12', 'M16', 'P8']	[0, 2, 7]	[4, 6, 11]
1	3.0	0.5	0.5	['E2', 'B2', 'E4', 'G#4']	['P5', 'P15', 'M17', 'P11', 'M13', 'M3']	[0, 3, 7]	[4, 8, 11]
1	3.5	0.25	0.5	['E2', 'B2', 'F#4', 'A4']	['P5', 'M16', 'P18', 'P12', 'm14', 'm3']	[0, 2, 5, 7]	[4, 6, 9, 11]
2	1.0	1.0	1.0	['B1', 'B2', 'E4', 'G#4']	['P8', 'P18', 'M20', 'P11', 'M13', 'M3']	[0, 3, 7]	[4, 8, 11]
2	2.0	0.5	0.5	['B1', 'B2', 'D#4', 'F#4']	['P8', 'M17', 'P19', 'M10', 'P12', 'm3']	[0, 3, 7]	[11, 3, 6]
2	2.5	0.25	0.5	['B1', 'B2', 'A3', 'C#4']	['P8', 'm14', 'M16', 'm7', 'M9', 'M3']	[0, 2, 4]	[9, 11, 1]
2	3.0	0.5	0.75	['B1', 'B2', 'D#4', 'F#4']	['P8', 'M17', 'P19', 'M10', 'P12', 'm3']	[0, 3, 7]	[11, 3, 6]
2	3.75	0.125	0.25	['B1', 'B2', 'A4', 'C#5']	['P8', 'm21', 'M23', 'm14', 'M16', 'M3']	[0, 2, 4]	[9, 11, 1]
3	1.0	1.0	1.0	['E2', 'B2', 'A4', 'C#5']	['P5', 'P18', 'M20', 'm14', 'M16', 'M3']	[0, 2, 4, 7]	[9, 11, 1, 4]
3	2.0	0.5	0.5	['E2', 'B2', 'G#4', 'B4']	['P5', 'M17', 'P19', 'M13', 'P15', 'm3']	[0, 3, 7]	[4, 8, 11]
3	2.5	0.25	0.5	['E2', 'B2', 'E4', 'G#4']	['P5', 'P15', 'M17', 'P11', 'M13', 'M3']	[0, 3, 7]	[4, 8, 11]
3	3.0	0.5	0.5	['E2', 'B2', 'G#3', 'E4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[4, 8, 11]
3	3.5	0.25	0.5	['E2', 'B2', 'E4', 'G#4']	['P5', 'P15', 'M17', 'P11', 'M13', 'M3']	[0, 3, 7]	[4, 8, 11]
4	1.0	1.0	1.0	['B1', 'B2', 'E4', 'G#4']	['P8', 'P18', 'M20', 'P11', 'M13', 'M3']	[0, 3, 7]	[4, 8, 11]
4	2.0	0.5	0.5	['B1', 'B2', 'D#4', 'F#4']	['P8', 'M17', 'P19', 'M10', 'P12', 'm3']	[0, 3, 7]	[11, 3, 6]
4	2.5	0.25	0.5	['B1', 'B2', 'A3', 'C#4']	['P8', 'm14', 'M16', 'm7', 'M9', 'M3']	[0, 2, 4]	[9, 11, 1]
4	3.0	0.5	0.75	['B1', 'B2', 'D#4', 'F#4']	['P8', 'M17', 'P19', 'M10', 'P12', 'm3']	[0, 3, 7]	[11, 3, 6]
4	3.75	0.125	0.25	['B1', 'B2', 'A3', 'C#4']	['P8', 'm14', 'M16', 'm7', 'M9', 'M3']	[0, 2, 4]	[9, 11, 1]
5	1.0	1.0	1.0	['E2', 'B2', 'A3', 'C#4']	['P5', 'P11', 'M13', 'm7', 'M9', 'M3']	[0, 2, 4, 7]	[9, 11, 1, 4]
5	2.0	0.5	0.5	['E2', 'B2', 'G#3', 'B3']	['P5', 'M10', 'P12', 'M6', 'P8', 'm3']	[0, 3, 7]	[4, 8, 11]
5	2.5	0.25	0.5	['E2', 'B2', 'G#3', 'E4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[4, 8, 11]
5	3.0	0.5	0.5	['E2', 'B2', 'B3', 'F#4']	['P5', 'P12', 'M16', 'P8']	[0, 2, 7]	[4, 6, 11]
5	3.5	0.25	0.25	['E2', 'B2', 'E4', 'F#4', 'G#4']	['P5', 'P15', 'M16', 'M17', 'P11', 'P12', 'M13', 'M2', 'M3']	[0, 2, 4, 7]	[4, 6, 8, 11]
5	3.75	0.125	0.25	['E2', 'B2', 'E4', 'G#4']	['P5', 'P15', 'M17', 'P11', 'M13', 'M3']	[0, 3, 7]	[4, 8, 11]
6	1.0	1.0	1.0	['B1', 'B2', 'E4', 'G#4']	['P8', 'P18', 'M20', 'P11', 'M13', 'M3']	[0, 3, 7]	[4, 8, 11]
6	2.0	0.5	0.5	['B1', 'B2', 'D#4', 'F#4']	['P8', 'M17', 'P19', 'M10', 'P12', 'm3']	[0, 3, 7]	[11, 3, 6]
6	2.5	0.25	0.5	['B1', 'B2', 'A3', 'C#4', 'F#4']	['P8', 'm14', 'M16', 'P19', 'm7', 'M9', 'P12', 'M3', 'M6', 'P4']	[0, 2, 4, 7]	[6, 9, 11, 1]
6	3.0	0.5	0.75	['B1', 'B2', 'D#4', 'F#4']	['P8', 'M17', 'P19', 'M10', 'P12', 'm3']	[0, 3, 7]	[11, 3, 6]
6	3.75	0.125	0.25	['B1', 'B2', 'A4', 'C#5']	['P8', 'm21', 'M23', 'm14', 'M16', 'M3']	[0, 2, 4]	[9, 11, 1]
7	1.0	1.0	1.0	['E2', 'B2', 'A4', 'C#5']	['P5', 'P18', 'M20', 'm14', 'M16', 'M3']	[0, 2, 4, 7]	[9, 11, 1, 4]
7	2.0	0.5	0.5	['E2', 'B2', 'G#4', 'B4']	['P5', 'M17', 'P19', 'M13', 'P15', 'm3']	[0, 3, 7]	[4, 8, 11]
7	2.5	0.25	0.5	['E2', 'B2', 'E4', 'G#4']	['P5', 'P15', 'M17', 'P11', 'M13', 'M3']	[0, 3, 7]	[4, 8, 11]
7	3.0	0.5	0.5	['E2', 'B2', 'G#3', 'E4']	['P5', 'M10', 'P15', 'M6', 'P11', 'm6']	[0, 3, 7]	[4, 8, 11]
