1	1.0	1.0	0.5	['E-2', 'E-3']	['P8']	[0]	[3]
1	133/100	0.25	0.5	['E-2', 'E-3', 'G3', 'B-3', 'E-4']	['P8', 'M10', 'P12', 'P15', 'M3', 'P5', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
1	167/100	0.25	0.5	['E-2', 'E-3', 'B-3', 'E-4', 'G4']	['P8', 'P12', 'P15', 'M17', 'P5', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
1	2.0	0.5	0.5	['E-4', 'G4', 'B-4']	['M3', 'P5', 'm3']	[0, 3, 7]	[3, 7, 10]
1	233/100	0.25	0.5	['B-3', 'E-4', 'G4']	['P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
1	267/100	0.25	0.5	['G3', 'B-3', 'E-4']	['m3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
2	1.0	1.0	0.5	['E-2', 'E-3']	['P8']	[0]	[3]
2	133/100	0.25	0.5	['E-2', 'E-3', 'F3', 'A-3', 'D4']	['P8', 'M9', 'P11', 'M14', 'M2', 'P4', 'M7', 'm3', 'M6', 'A4']	[0, 1, 3, 6]	[2, 3, 5, 8]
2	167/100	0.25	0.5	['E-2', 'E-3', 'A-3', 'D4', 'F4']	['P8', 'P11', 'M14', 'M16', 'P4', 'M7', 'M9', 'A4', 'M6', 'm3']	[0, 1, 3, 6]	[2, 3, 5, 8]
2	2.0	0.5	0.5	['D4', 'F4', 'B-4']	['m3', 'm6', 'P4']	[0, 3, 7]	[10, 2, 5]
2	233/100	0.25	0.5	['A-3', 'D4', 'F4']	['A4', 'M6', 'm3']	[0, 3, 6]	[2, 5, 8]
2	267/100	0.25	0.5	['F3', 'A-3', 'D4']	['m3', 'M6', 'A4']	[0, 3, 6]	[2, 5, 8]
3	1.0	1.0	0.5	['E-2', 'E-3', 'B-4']	['P8', 'P19', 'P12']	[0, 5]	[10, 3]
3	133/100	0.25	0.25	['E-2', 'E-3', 'G3', 'B-3', 'E-4', 'B-4']	['P8', 'M10', 'P12', 'P15', 'P19', 'M3', 'P5', 'm3', 'm6', 'm10', 'P4']	[0, 3, 7]	[3, 7, 10]
3	1.5	0.125	0.25	['E-2', 'E-3', 'G3', 'B-3', 'E-4', 'A4']	['P8', 'M10', 'P12', 'P15', 'A18', 'M3', 'P5', 'A11', 'm3', 'm6', 'M9', 'P4', 'M7', 'A4']	[0, 1, 3, 7]	[3, 7, 9, 10]
3	167/100	0.25	0.5	['E-2', 'E-3', 'B-3', 'E-4', 'G4', 'B-4']	['P8', 'P12', 'P15', 'M17', 'P19', 'P5', 'M10', 'P4', 'M6', 'M3', 'm3']	[0, 3, 7]	[3, 7, 10]
3	2.0	0.5	0.5	['E-4', 'G4', 'B-4', 'E-5']	['M3', 'P5', 'P8', 'm3', 'm6', 'P4']	[0, 3, 7]	[3, 7, 10]
3	233/100	0.25	0.5	['B-3', 'E-4', 'G4', 'E-5']	['P4', 'M6', 'P11', 'M3', 'P8', 'm6']	[0, 3, 7]	[3, 7, 10]
3	267/100	0.25	0.5	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm10', 'P4', 'P8', 'P5']	[0, 3, 7]	[3, 7, 10]
4	1.0	1.0	0.5	['E-2', 'E-3', 'G4']	['P8', 'M17', 'M10']	[0, 4]	[3, 7]
4	133/100	0.25	0.5	['E-2', 'E-3', 'B-3', 'D-4', 'E-4', 'G4']	['P8', 'P12', 'm14', 'P15', 'M17', 'P5', 'm7', 'M10', 'm3', 'P4', 'M6', 'M2', 'A4', 'M3']	[0, 2, 5, 8]	[7, 10, 1, 3]
4	167/100	0.25	0.5	['E-2', 'E-3', 'D-4', 'E-4', 'G4']	['P8', 'm14', 'P15', 'M17', 'm7', 'M10', 'M2', 'A4', 'M3']	[0, 2, 6]	[1, 3, 7]
4	2.0	0.5	0.5	['E-4', 'F4', 'G4', 'D-5']	['M2', 'M3', 'm7', 'm6', 'd5']	[0, 2, 4, 6]	[1, 3, 5, 7]
4	233/100	0.25	0.5	['D-4', 'E-4', 'F4', 'G4']	['M2', 'M3', 'A4']	[0, 2, 4, 6]	[1, 3, 5, 7]
4	267/100	0.25	0.5	['G3', 'D-4', 'E-4']	['d5', 'm6', 'M2']	[0, 2, 6]	[1, 3, 7]
5	1.0	1.0	0.5	['E-2', 'E-3', 'B-4']	['P8', 'P19', 'P12']	[0, 5]	[10, 3]
5	133/100	0.25	0.5	['E-2', 'E-3', 'C4', 'E-4', 'A-4', 'B-4']	['P8', 'M13', 'P15', 'P18', 'P19', 'M6', 'P11', 'P12', 'm3', 'm6', 'm7', 'P4', 'P5', 'M2']	[0, 2, 4, 7]	[8, 10, 0, 3]
5	167/100	0.25	0.5	['E-2', 'E-3', 'E-4', 'A-4', 'B-4', 'C5']	['P8', 'P15', 'P18', 'P19', 'M20', 'P11', 'P12', 'M13', 'P4', 'P5', 'M6', 'M2', 'M3']	[0, 2, 4, 7]	[8, 10, 0, 3]
5	2.0	0.5	0.5	['A-4', 'C5', 'E-5']	['M3', 'P5', 'm3']	[0, 3, 7]	[8, 0, 3]
5	233/100	0.25	0.5	['E-4', 'A-4', 'C5']	['P4', 'M6', 'M3']	[0, 3, 7]	[8, 0, 3]
5	267/100	0.25	0.5	['C4', 'E-4', 'A-4']	['m3', 'm6', 'P4']	[0, 3, 7]	[8, 0, 3]
6	1.0	1.0	0.5	['E-2', 'E-3', 'F5']	['P8', 'M23', 'M16']	[0, 2]	[3, 5]
6	133/100	0.25	0.5	['E-2', 'E-3', 'B-3', 'D4', 'A-4', 'F5']	['P8', 'P12', 'M14', 'P18', 'M23', 'P5', 'M7', 'P11', 'M16', 'M3', 'm7', 'd5', 'm10', 'M6']	[0, 1, 3, 6, 8]	[2, 3, 5, 8, 10]
6	167/100	0.25	0.5	['E-2', 'E-3', 'D4', 'A-4', 'B-4']	['P8', 'M14', 'P18', 'P19', 'M7', 'P11', 'P12', 'd5', 'm6', 'M2']	[0, 1, 5, 7]	[8, 10, 2, 3]
6	2.0	0.5	0.5	['A-4', 'B-4', 'F5']	['M2', 'M6', 'P5']	[0, 2, 5]	[5, 8, 10]
6	233/100	0.25	0.25	['D4', 'A-4', 'B-4']	['d5', 'm6', 'M2']	[0, 2, 6]	[8, 10, 2]
6	2.5	0.125	0.25	['D4', 'G4', 'A-4', 'B-4']	['P4', 'd5', 'm6', 'm2', 'm3', 'M2']	[0, 1, 3, 7]	[7, 8, 10, 2]
6	267/100	0.25	0.5	['B-3', 'D4', 'A-4']	['M3', 'm7', 'd5']	[0, 2, 6]	[8, 10, 2]
7	1.0	1.0	0.5	['E-2', 'E-3', 'B-4']	['P8', 'P19', 'P12']	[0, 5]	[10, 3]
7	133/100	0.25	0.5	['E-2', 'E-3', 'B-3', 'E-4', 'G4', 'B-4']	['P8', 'P12', 'P15', 'M17', 'P19', 'P5', 'M10', 'P4', 'M6', 'M3', 'm3']	[0, 3, 7]	[3, 7, 10]
7	167/100	0.25	0.5	['E-4', 'G4', 'B-4']	['M3', 'P5', 'm3']	[0, 3, 7]	[3, 7, 10]
7	2.0	0.5	0.5	['D2', 'D3', 'A4']	['P8', 'P19', 'P12']	[0, 5]	[9, 2]
7	233/100	0.25	0.5	['D2', 'D3', 'B-3', 'F4', 'A4']	['P8', 'm13', 'm17', 'P19', 'm6', 'm10', 'P12', 'P5', 'M7', 'M3']	[0, 1, 5, 8]	[9, 10, 2, 5]
7	267/100	0.25	0.5	['F4', 'B-4']	['P4']	[0, 5]	[5, 10]
8	1.0	1.0	0.5	['C2', 'C3', 'E-5']	['P8', 'm24', 'm17']	[0, 3]	[0, 3]
8	133/100	0.25	0.5	['C2', 'C3', 'B-3', 'E-4', 'E-5']	['P8', 'm14', 'm17', 'm24', 'm7', 'm10', 'P4', 'P11']	[0, 2, 5]	[10, 0, 3]
8	167/100	0.25	0.5	['C2', 'C3', 'E-4', 'B-4', 'E-5']	['P8', 'm17', 'm21', 'm24', 'm10', 'm14', 'P5', 'P4']	[0, 2, 5]	[10, 0, 3]
8	2.0	0.5	0.5	['A-4', 'E-5']	['P5']	[0, 5]	[3, 8]
8	233/100	0.25	0.5	['E-4', 'A-4']	['P4']	[0, 5]	[3, 8]
8	267/100	0.25	0.5	['A-3', 'E-4']	['P5']	[0, 5]	[3, 8]
9	1.0	1.0	0.5	['B-1', 'B-2', 'G4']	['P8', 'M20', 'M13']	[0, 3]	[7, 10]
9	133/100	0.25	0.5	['B-1', 'B-2', 'G3', 'D-4', 'E4', 'G4']	['P8', 'M13', 'm17', 'A18', 'M20', 'M6', 'm10', 'A11', 'd5', 'A2', 'A4', 'm3']	[0, 3, 6, 9]	[1, 4, 7, 10]
9	167/100	0.25	0.5	['B-1', 'B-2', 'D-4', 'E4', 'F4', 'G4']	['P8', 'm17', 'A18', 'P19', 'M20', 'm10', 'A11', 'P12', 'M13', 'A2', 'M3', 'A4', 'm2', 'm3', 'M2']	[0, 1, 3, 6, 9]	[4, 5, 7, 10, 1]
9	2.0	0.5	0.5	['E4', 'G4', 'D-5']	['m3', 'd7', 'd5']	[0, 3, 6]	[1, 4, 7]
9	233/100	0.25	0.25	['D-4', 'E4', 'G4']	['A2', 'A4', 'm3']	[0, 3, 6]	[1, 4, 7]
9	2.5	0.125	0.25	['D-4', 'E4', 'G4']	['A2', 'A4', 'm3']	[0, 3, 6]	[1, 4, 7]
9	267/100	0.25	0.5	['G3', 'D-4', 'E4', 'B-4']	['d5', 'M6', 'm10', 'A2']	[0, 3, 6, 9]	[1, 4, 7, 10]
10	1.0	1.0	0.5	['A-1', 'A-2', 'D-5']	['P8', 'P25', 'P18']	[0, 5]	[8, 1]
10	133/100	0.25	0.5	['A-1', 'A-2', 'G3', 'D-4', 'E4', 'D-5']	['P8', 'M14', 'P18', 'A19', 'P25', 'M7', 'P11', 'A12', 'd5', 'M6', 'd12', 'A2', 'd7']	[0, 1, 4, 7]	[1, 4, 7, 8]
10	167/100	0.25	0.5	['A-1', 'A-2', 'D-4', 'E4', 'B-4', 'D-5']	['P8', 'P18', 'A19', 'M23', 'P25', 'P11', 'A12', 'M16', 'A2', 'M6', 'd5', 'd7', 'm3']	[0, 2, 5, 8]	[8, 10, 1, 4]
10	2.0	0.5	0.5	['A-3', 'C4', 'F4', 'C5']	['M3', 'M6', 'M10', 'P4', 'P8', 'P5']	[0, 3, 7]	[5, 8, 0]
10	233/100	0.25	0.5	['C4', 'F4', 'A-4']	['P4', 'm6', 'm3']	[0, 3, 7]	[5, 8, 0]
10	267/100	0.25	0.5	['F4', 'A-4', 'C5']	['m3', 'P5', 'M3']	[0, 3, 7]	[5, 8, 0]
11	1.0	1.0	0.5	['A-1', 'A-2', 'E-4']	['P8', 'P19', 'P12']	[0, 5]	[3, 8]
11	133/100	0.25	0.5	['A-1', 'A-2', 'F3', 'B-3', 'D4', 'E-4']	['P8', 'M13', 'M16', 'A18', 'P19', 'M6', 'M9', 'A11', 'P12', 'P4', 'm7', 'M3', 'm2']	[0, 1, 3, 6, 8]	[2, 3, 5, 8, 10]
11	167/100	0.25	0.5	['A-1', 'A-2', 'B-3', 'D4', 'F4']	['P8', 'M16', 'A18', 'M20', 'M9', 'A11', 'M13', 'M3', 'P5', 'm3']	[0, 2, 5, 8]	[2, 5, 8, 10]
11	2.0	0.5	0.5	['D4', 'F4', 'B-4']	['m3', 'm6', 'P4']	[0, 3, 7]	[10, 2, 5]
11	233/100	0.25	0.5	['B-3', 'D4', 'F4', 'D5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[10, 2, 5]
11	267/100	0.25	0.5	['F3', 'B-3', 'D4', 'B-4']	['P4', 'M6', 'P11', 'M3', 'P8', 'm6']	[0, 3, 7]	[10, 2, 5]
12	1.0	1.0	0.5	['G1', 'G2', 'E-5']	['P8', 'm27', 'm20']	[0, 4]	[3, 7]
12	133/100	0.25	0.5	['G1', 'G2', 'B-3', 'E-4', 'E-5']	['P8', 'm17', 'm20', 'm27', 'm10', 'm13', 'P4', 'P11']	[0, 3, 7]	[3, 7, 10]
12	167/100	0.25	0.5	['E-4', 'B-4', 'E-5']	['P5', 'P8', 'P4']	[0, 5]	[10, 3]
12	2.0	0.5	0.5	['A-1', 'A-2', 'F4']	['P8', 'M20', 'M13']	[0, 3]	[5, 8]
12	233/100	0.25	0.5	['A-1', 'A-2', 'C4', 'E-4', 'F4']	['P8', 'M17', 'P19', 'M20', 'M10', 'P12', 'M13', 'm3', 'P4', 'M2']	[0, 3, 5, 8]	[0, 3, 5, 8]
12	267/100	0.25	0.5	['E-4', 'F4', 'C5']	['M2', 'M6', 'P5']	[0, 2, 5]	[0, 3, 5]
13	1.0	1.0	0.5	['A1', 'A2', 'G-4']	['P8', 'd21', 'd14']	[0, 3]	[6, 9]
13	133/100	0.25	0.5	['A1', 'A2', 'C4', 'E-4', 'G-4']	['P8', 'm17', 'd19', 'd21', 'm10', 'd12', 'd14', 'm3', 'd5']	[0, 3, 6, 9]	[0, 3, 6, 9]
13	167/100	0.25	0.5	['E-4', 'G-4', 'C5']	['m3', 'M6', 'A4']	[0, 3, 6]	[0, 3, 6]
13	2.0	0.5	0.5	['C2', 'C3', 'A4']	['P8', 'M20', 'M13']	[0, 3]	[9, 0]
13	233/100	0.25	0.5	['C2', 'C3', 'A3', 'E-4', 'G-4', 'A4']	['P8', 'M13', 'm17', 'd19', 'M20', 'M6', 'm10', 'd12', 'd5', 'd7', 'm3', 'A4', 'A2']	[0, 3, 6, 9]	[0, 3, 6, 9]
13	267/100	0.25	0.5	['E-4', 'G-4', 'A4', 'C5']	['m3', 'A4', 'M6', 'A2']	[0, 3, 6, 9]	[0, 3, 6, 9]
14	1.0	1.0	0.5	['B-1', 'B-2', 'C5']	['P8', 'M23', 'M16']	[0, 2]	[10, 0]
14	133/100	0.25	0.5	['B-1', 'B-2', 'G3', 'B-3', 'E-4', 'C5']	['P8', 'M13', 'P15', 'P18', 'M23', 'M6', 'P11', 'M16', 'm3', 'm6', 'P4', 'M9']	[0, 3, 5, 8]	[7, 10, 0, 3]
14	167/100	0.25	0.5	['B-3', 'E-4', 'G4', 'B-4']	['P4', 'M6', 'P8', 'M3', 'P5', 'm3']	[0, 3, 7]	[3, 7, 10]
14	2.0	0.5	1.0	['B-2', 'F3', 'A-3', 'D4', 'A-4']	['P5', 'm7', 'M10', 'm14', 'm3', 'M6', 'm10', 'A4', 'P8', 'd5']	[0, 2, 5, 8]	[2, 5, 8, 10]
14	267/100	0.25	0.5	['D4']	[]	[0]	[2]
15	1.0	1.0	0.5	['E-2', 'E-3', 'F4']	['P8', 'M16', 'M9']	[0, 2]	[3, 5]
15	133/100	0.25	0.5	['E-2', 'E-3', 'G3', 'B-3', 'E-4', 'F4']	['P8', 'M10', 'P12', 'P15', 'M16', 'M3', 'P5', 'M9', 'm3', 'm6', 'm7', 'P4', 'M2']	[0, 2, 4, 7]	[3, 5, 7, 10]
