1	267/100	0.25	0.5	['B4']	[]	[0]	[11]
2	1.0	1.0	0.75	['E2', 'B2', 'E3', 'G#3', 'B3', 'E4', 'E5']	['P5', 'P8', 'M10', 'P12', 'P15', 'P22', 'P4', 'M6', 'P11', 'P18', 'M3', 'm3', 'm6', 'm13']	[0, 3, 7]	[4, 8, 11]
2	1.5	0.125	0.125	['F#3', 'F#4', 'E5']	['P8', 'm14', 'm7']	[0, 2]	[4, 6]
2	79/50	0.0625	0.125	['G#3', 'G#4', 'E5']	['P8', 'm13', 'm6']	[0, 4]	[4, 8]
2	167/100	0.25	0.125	['A3', 'A4', 'E5']	['P8', 'P12', 'P5']	[0, 5]	[4, 9]
2	1.75	0.0625	0.125	['B3', 'B4', 'E5']	['P8', 'P11', 'P4']	[0, 5]	[11, 4]
2	183/100	0.125	0.125	['C4', 'C5', 'E5']	['P8', 'M10', 'M3']	[0, 4]	[0, 4]
2	48/25	0.0625	0.125	['D4', 'D5', 'E5']	['P8', 'M9', 'M2']	[0, 2]	[2, 4]
2	2.0	0.5	0.5	['E4', 'G#4', 'B4', 'E5']	['M3', 'P5', 'P8', 'm3', 'm6', 'P4']	[0, 3, 7]	[4, 8, 11]
2	233/100	0.25	0.5	['A4']	[]	[0]	[9]
2	267/100	0.25	0.5	['B4']	[]	[0]	[11]
3	1.0	1.0	0.75	['A2', 'E3', 'A3', 'C4', 'E4', 'A4', 'C5']	['P5', 'P8', 'm10', 'P12', 'P15', 'm17', 'P4', 'm6', 'P11', 'm13', 'm3', 'M3', 'M6']	[0, 3, 7]	[9, 0, 4]
3	1.5	0.125	0.125	['B3', 'B4', 'C5']	['P8', 'm9', 'm2']	[0, 1]	[11, 0]
3	79/50	0.0625	0.125	['C4', 'C5']	['P8']	[0]	[0]
3	167/100	0.25	0.125	['D4', 'E4', 'D5']	['M2', 'P8', 'm7']	[0, 2]	[2, 4]
3	1.75	0.0625	0.125	['E4', 'E5']	['P8']	[0]	[4]
3	183/100	0.125	0.125	['E4', 'F#4', 'F#5']	['M2', 'M9', 'P8']	[0, 2]	[4, 6]
3	48/25	0.0625	0.125	['E4', 'G#4', 'G#5']	['M3', 'M10', 'P8']	[0, 4]	[4, 8]
3	2.0	0.5	0.5	['A4', 'C5', 'E5', 'A5']	['m3', 'P5', 'P8', 'M3', 'M6', 'P4']	[0, 3, 7]	[9, 0, 4]
3	233/100	0.25	0.5	['E4']	[]	[0]	[4]
3	267/100	0.25	0.5	['E-4']	[]	[0]	[3]
4	1.0	1.0	1.0	['D4', 'F#4', 'C5', 'D5']	['M3', 'm7', 'P8', 'd5', 'm6', 'M2']	[0, 2, 6]	[0, 2, 6]
4	167/100	0.25	0.5	['D4', 'F#4', 'C5', 'D5']	['M3', 'm7', 'P8', 'd5', 'm6', 'M2']	[0, 2, 6]	[0, 2, 6]
4	2.0	0.5	0.5	['G4', 'C5', 'E5']	['P4', 'M6', 'M3']	[0, 3, 7]	[0, 4, 7]
4	233/100	0.25	0.5	['G4', 'E5']	['M6']	[0, 3]	[4, 7]
4	267/100	0.25	0.5	['G4', 'A4', 'E5']	['M2', 'M6', 'P5']	[0, 2, 5]	[4, 7, 9]
5	1.0	1.0	0.75	['B3', 'D#4', 'G4', 'B4', 'D#5', 'B5']	['M3', 'm6', 'P8', 'M10', 'P15', 'd4', 'm13', 'A5']	[0, 4, 8]	[3, 7, 11]
5	1.5	0.125	0.125	['B3', 'D#4', 'G4', 'B4', 'C#6']	['M3', 'm6', 'P8', 'M16', 'd4', 'm14', 'A11', 'M9']	[0, 2, 4, 8]	[11, 1, 3, 7]
5	79/50	0.0625	0.125	['B3', 'D#4', 'G4', 'B4', 'D#6']	['M3', 'm6', 'P8', 'M17', 'd4', 'P15', 'A12', 'M10']	[0, 4, 8]	[3, 7, 11]
5	167/100	0.25	0.125	['B3', 'D#4', 'G4', 'B4', 'E6']	['M3', 'm6', 'P8', 'P18', 'd4', 'm16', 'M13', 'P11']	[0, 1, 4, 8]	[3, 4, 7, 11]
