1	1.0	1.0	1/3	['E2', 'B2', 'G3', 'B3', 'E4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
1	4/3	0.0625	1/3	['E2', 'B2', 'G3', 'B3', 'E4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
1	5/3	0.0625	1/3	['E2', 'B2', 'G3', 'B3', 'E4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
1	2.0	0.5	1/3	['E2', 'B2', 'G3', 'B3', 'E4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
1	7/3	0.0625	1/3	['E2', 'B2', 'G3', 'B3', 'E4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
1	8/3	0.0625	1/3	['E2', 'B2', 'G3', 'B3', 'E4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
1	1.0	1.0	2.5	['B2']	[]	[0]	[11]
2	1.0	1.0	1/3	['E2', 'B2', 'G3', 'B3', 'E4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
2	4/3	0.0625	1/6	['E2', 'B2', 'G3', 'B3', 'E4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
2	1.5	0.25	1/6	['E2', 'E3', 'G3', 'B3', 'E4']	['P8', 'm10', 'P12', 'P15', 'm3', 'P5', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
2	5/3	0.0625	1/3	['E2', 'E3', 'G3', 'B3', 'E4']	['P8', 'm10', 'P12', 'P15', 'm3', 'P5', 'M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
2	2.0	0.5	1/3	['G3', 'B3', 'E4']	['M3', 'M6', 'P4']	[0, 3, 7]	[4, 7, 11]
