1	4.0	0.25	0.5	['A4']	[]	[0]	[9]
2	1.0	1.0	0.5	['D2', 'F3', 'A3', 'A4']	['m10', 'P12', 'P19', 'M3', 'M10', 'P8']	[0, 3, 7]	[2, 5, 9]
2	2.0	0.25	0.5	['A2', 'F#3', 'D4', 'D5']	['M6', 'P11', 'P18', 'm6', 'm13', 'P8']	[0, 3, 7]	[2, 6, 9]
2	3.0	0.5	0.5	['D2', 'G3', 'B3', 'B4']	['P11', 'M13', 'M20', 'M3', 'M10', 'P8']	[0, 3, 7]	[7, 11, 2]
2	4.0	0.25	0.5	['A2', 'G3', 'E4', 'C#5']	['m7', 'P12', 'M17', 'M6', 'A11']	[0, 2, 5, 8]	[1, 4, 7, 9]
3	1.0	1.0	0.25	['D2', 'F3', 'A3', 'D5']	['m10', 'P12', 'P22', 'M3', 'M13', 'P11']	[0, 3, 7]	[2, 5, 9]
3	1.5	0.125	0.25	['D2', 'F3', 'A3', 'C#5']	['m10', 'P12', 'M21', 'M3', 'A12', 'M10']	[0, 1, 4, 8]	[1, 2, 5, 9]
3	2.0	0.25	0.25	['A2', 'F3', 'A3', 'F4', 'D5']	['m6', 'P8', 'm13', 'P18', 'M3', 'M13', 'P11', 'M6']	[0, 3, 7]	[2, 5, 9]
3	2.5	0.125	0.25	['A2', 'F3', 'A3', 'F4', 'E5']	['m6', 'P8', 'm13', 'P19', 'M3', 'M14', 'P12', 'M7']	[0, 1, 5]	[4, 5, 9]
3	3.0	0.5	0.5	['D2', 'F3', 'A3', 'F4', 'F5']	['m10', 'P12', 'm17', 'm24', 'M3', 'P8', 'P15', 'm6', 'm13']	[0, 3, 7]	[2, 5, 9]
3	4.0	0.25	0.25	['A2', 'F3', 'A3', 'F4']	['m6', 'P8', 'm13', 'M3']	[0, 4]	[5, 9]
3	4.5	0.125	0.25	['A2', 'F3', 'A3', 'F4', 'F5']	['m6', 'P8', 'm13', 'm20', 'M3', 'P15']	[0, 4]	[5, 9]
4	1.0	1.0	0.5	['B2', 'B3', 'E4', 'E5']	['P8', 'P11', 'P18', 'P4']	[0, 5]	[11, 4]
4	2.0	0.25	0.5	['G3', 'B3', 'E4', 'B4']	['M3', 'M6', 'M10', 'P4', 'P8', 'P5']	[0, 3, 7]	[4, 7, 11]
4	3.0	0.5	0.5	['B2', 'B3', 'E4', 'B4']	['P8', 'P11', 'P15', 'P4', 'P5']	[0, 5]	[11, 4]
4	4.0	0.25	0.5	['F#3', 'B3', 'D#4', 'A4', 'B4']	['P4', 'M6', 'm10', 'P11', 'M3', 'm7', 'P8', 'd5', 'm6', 'M2']	[0, 2, 5, 8]	[3, 6, 9, 11]
5	1.0	1.0	0.5	['E3', 'G#4']	['M10']	[0, 4]	[4, 8]
5	2.0	0.25	0.5	['B2', 'B3', 'F#4', 'A4', 'A#4', 'B4']	['P8', 'P12', 'm14', 'M14', 'P15', 'P5', 'm7', 'M7', 'm3', 'M3', 'P4', 'A1', 'M2', 'm2']	[0, 1, 2, 5]	[6, 9, 10, 11]
5	3.0	0.5	0.5	['E3', 'B3', 'E4', 'G#4', 'D#5', 'E5']	['P5', 'P8', 'M10', 'M14', 'P15', 'P4', 'M6', 'P11', 'M3', 'M7', 'm6', 'm2']	[0, 1, 5, 8]	[3, 4, 8, 11]
