1	1.0	1.0	0.5	['C3', 'E-3']	['m3']	[0, 3]	[0, 3]
1	1.5	0.25	0.5	['C3', 'E-3', 'G3']	['m3', 'P5', 'M3']	[0, 3, 7]	[0, 3, 7]
1	2.0	0.5	0.5	['G3', 'E-4']	['m6']	[0, 4]	[3, 7]
1	2.5	0.25	0.5	['C3', 'E-3', 'G3', 'E-4']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
2	1.0	1.0	0.5	['C3', 'E3']	['M3']	[0, 4]	[0, 4]
2	1.5	0.25	0.5	['C3', 'E3', 'G3']	['M3', 'P5', 'm3']	[0, 3, 7]	[0, 4, 7]
2	2.0	0.5	0.5	['G3', 'B-3', 'C4']	['m3', 'P4', 'M2']	[0, 2, 5]	[7, 10, 0]
2	2.5	0.25	0.5	['C3', 'E3', 'G3', 'B-3', 'C4']	['M3', 'P5', 'm7', 'P8', 'm3', 'd5', 'm6', 'P4', 'M2']	[0, 2, 5, 8]	[4, 7, 10, 0]
3	1.0	1.0	0.5	['C3', 'F3']	['P4']	[0, 5]	[0, 5]
3	1.5	0.25	0.5	['C3', 'F3', 'A3']	['P4', 'M6', 'M3']	[0, 3, 7]	[5, 9, 0]
3	2.0	0.5	0.5	['A3', 'C4', 'F4']	['m3', 'm6', 'P4']	[0, 3, 7]	[5, 9, 0]
3	2.5	0.25	0.5	['C3', 'F3', 'A3', 'C4', 'F4']	['P4', 'M6', 'P8', 'P11', 'M3', 'P5', 'm3', 'm6']	[0, 3, 7]	[5, 9, 0]
4	1.0	1.0	0.5	['C3', 'F3']	['P4']	[0, 5]	[0, 5]
4	1.5	0.25	0.5	['C3', 'F3', 'A-3']	['P4', 'm6', 'm3']	[0, 3, 7]	[5, 8, 0]
4	2.0	0.5	0.5	['A-3', 'C4']	['M3']	[0, 4]	[8, 0]
4	2.5	0.25	0.5	['C3', 'F3', 'A-3', 'C4']	['P4', 'm6', 'P8', 'm3', 'P5', 'M3']	[0, 3, 7]	[5, 8, 0]
5	1.0	1.0	0.5	['C3', 'E3']	['M3']	[0, 4]	[0, 4]
5	1.5	0.25	0.5	['C3', 'E3', 'G3']	['M3', 'P5', 'm3']	[0, 3, 7]	[0, 4, 7]
5	2.0	0.5	0.5	['G3', 'C4', 'G4']	['P4', 'P8', 'P5']	[0, 5]	[7, 0]
5	2.5	0.25	0.5	['C3', 'E-3', 'G3', 'C4', 'G4']	['m3', 'P5', 'P8', 'P12', 'M3', 'M6', 'M10', 'P4']	[0, 3, 7]	[0, 3, 7]
6	1.0	1.0	0.5	['G2', 'D3']	['P5']	[0, 5]	[2, 7]
6	1.5	0.25	0.5	['G2', 'D3', 'G3']	['P5', 'P8', 'P4']	[0, 5]	[2, 7]
